country,fullName,clubName,position,counterGames,counterGoals
Аргентина,Никитин Ярослав Борисович,ПСЖ,defender,138,75
Испания,Морозов Даниил Васильевич,Барселона,halfdefender,147,75
Бразилия,Калинин Лев Петрович,Барселона,halfdefender,87,38
Германия,Смирнов Сергей Леонидович,Динамо,halfdefender,117,61
Аргентина,Романов Анатолий Васильевич,Ювентус,halfdefender,18,8
Португалия,Блинов Григорий Никитич,Локомотив,halfdefender,35,19
Нидерланды,Медведев Матвей Александрович,Локомотив,halfdefender,95,42
Бразилия,Беляев Александр Олегович,Зенит,halfdefender,108,22
Англия,Попов Юрий Ильич,Спартак,defender,156,37
Германия,Титов Илья Германович,Ювентус,defender,128,90
Англия,Антонов Егор Борисович,Реал Мадрид,goalkeeper,73,-67
Россия,Степанов Павел Максимович,Арсенал,goalkeeper,95,-26
Португалия,Лазарев Георгий Тимофеевич,ЦСКА,defender,122,90
Нидерланды,Куликов Юрий Вадимович,Ювентус,attacker,154,41
Франция,Павлов Сергей Матвеевич,Динамо,attacker,38,6
Португалия,Фёдоров Анатолий Николаевич,Локомотив,goalkeeper,145,-69
Россия,Соловьёв Роман Ильич,Арсенал,defender,111,68
Испания,Никитин Глеб Фёдорович,ПСЖ,defender,147,3
Англия,Воробьёв Роман Васильевич,Зенит,halfdefender,12,1
Англия,Фомин Станислав Кириллович,Барселона,attacker,104,28
Германия,Гусев Вадим Радмирович,Локомотив,defender,92,22
Бразилия,Попов Станислав Матвеевич,ПСЖ,attacker,53,3
Германия,Гаврилов Владимир Ярославович,Бавария,halfdefender,139,72
Англия,Семёнов Валерий Эдуардович,Реал Мадрид,attacker,96,48
Россия,Зайцев Егор Викторович,Локомотив,halfdefender,19,15
Италия,Савельев Ярослав Никитич,Реал Мадрид,goalkeeper,87,-77
Бразилия,Куликов Степан Денисович,Барселона,halfdefender,99,41
Бразилия,Кузнецов Никита Кириллович,Манчестер Сити,defender,45,11
Португалия,Борисов Ярослав Михайлович,Ливерпуль,halfdefender,119,34
Аргентина,Блинов Арсений Аркадьевич,Ливерпуль,attacker,18,6
Испания,Захаров Денис Арсеньевич,ПСЖ,defender,135,47
Нидерланды,Яковлев Вадим Андреевич,Бавария,defender,149,51
Испания,Попов Георгий Дмитриевич,ПСЖ,defender,108,57
Германия,Калинин Анатолий Юрьевич,ЦСКА,defender,116,9
Германия,Яковлев Максим Евгеньевич,Арсенал,attacker,110,87
Франция,Сергеев Роман Вячеславович,Барселона,defender,122,35
Испания,Григорьев Тихон Егорович,Арсенал,halfdefender,84,46
Англия,Титов Станислав Григорьевич,ЦСКА,halfdefender,59,53
Германия,Соловьёв Тихон Аркадьевич,Зенит,attacker,100,24
Аргентина,Шестаков Станислав Владимирович,Ювентус,defender,72,44
Россия,Соловьёв Антон Никитич,ЦСКА,attacker,85,75
Испания,Яковлев Валерий Эдуардович,Ливерпуль,goalkeeper,107,-106
Италия,Васильев Анатолий Никитич,Зенит,defender,17,4
Россия,Рябов Иван Владимирович,Спартак,defender,136,0
Португалия,Данилов Пётр Николаевич,Локомотив,halfdefender,141,27
Нидерланды,Михайлов Лев Михайлович,Динамо,defender,179,66
Испания,Барсуков Кирилл Михайлович,Зенит,goalkeeper,148,-8
Испания,Шестаков Михаил Фёдорович,Бавария,halfdefender,73,71
Франция,Степанов Кирилл Данилович,Бавария,defender,35,13
Италия,Макаров Глеб Николаевич,Реал Мадрид,halfdefender,64,48
Нидерланды,Тарасов Иван Геннадьевич,ЦСКА,defender,0,0
Португалия,Беляев Никита Юрьевич,Зенит,attacker,12,12
Англия,Морозов Роман Русланович,Бавария,defender,61,41
Португалия,Григорьев Денис Игоревич,Барселона,defender,41,35
Аргентина,Сергеев Виктор Данилович,Зенит,halfdefender,132,77
Испания,Фомин Глеб Валентинович,ЦСКА,halfdefender,101,5
Франция,Кузнецов Пётр Ярославович,Спартак,goalkeeper,143,-21
Португалия,Воробьёв Егор Матвеевич,Арсенал,defender,149,13
Германия,Захаров Александр Сергеевич,Ливерпуль,halfdefender,91,7
Нидерланды,Романов Валерий Семёнович,Арсенал,defender,149,28
Португалия,Павлов Вадим Андреевич,Локомотив,defender,153,52
Германия,Григорьев Павел Ильич,Ливерпуль,attacker,86,70
Нидерланды,Соловьёв Роман Дмитриевич,Динамо,halfdefender,37,17
Россия,Соловьёв Георгий Маркович,Динамо,defender,38,26
Нидерланды,Никитин Вадим Семёнович,Зенит,attacker,19,18
Россия,Волков Александр Иванович,Манчестер Сити,halfdefender,179,60
Германия,Фролов Андрей Германович,Локомотив,attacker,118,6
Испания,Волков Иван Денисович,Локомотив,attacker,164,52
Португалия,Петров Артём Дмитриевич,Барселона,attacker,87,8
Бразилия,Савельев Руслан Витальевич,Манчестер Сити,halfdefender,18,13
Англия,Филиппов Фёдор Арсеньевич,Локомотив,halfdefender,131,75
Нидерланды,Макаров Тимофей Юрьевич,Барселона,attacker,8,5
Англия,Марков Анатолий Олегович,Барселона,goalkeeper,176,-42
Франция,Гаврилов Артём Равильевич,ПСЖ,defender,8,1
Германия,Блинов Никита Кириллович,Динамо,halfdefender,164,32
Португалия,Фомин Вадим Борисович,Локомотив,halfdefender,109,56
Италия,Сергеев Роман Семёнович,Зенит,defender,61,36
Бразилия,Соловьёв Арсений Радмирович,Ливерпуль,halfdefender,73,38
Португалия,Иванов Илья Максимович,Ювентус,defender,119,42
Англия,Медведев Тихон Станиславович,Ливерпуль,attacker,161,2
Испания,Лазарев Тихон Никитич,ПСЖ,defender,176,12
Англия,Жуков Дмитрий Вячеславович,Реал Мадрид,halfdefender,166,16
Россия,Гордеев Никита Маркович,Динамо,defender,107,12
Германия,Григорьев Григорий Иванович,Спартак,halfdefender,74,52
Бразилия,Сергеев Константин Семёнович,Динамо,attacker,152,83
Испания,Блинов Антон Игоревич,Барселона,halfdefender,92,46
Португалия,Соколов Михаил Романович,Зенит,attacker,148,18
Россия,Яковлев Ярослав Борисович,Спартак,goalkeeper,83,-47
Аргентина,Фомин Григорий Алексеевич,Манчестер Сити,halfdefender,32,18
Бразилия,Романов Лев Вячеславович,Ливерпуль,halfdefender,80,56
Франция,Семёнов Вячеслав Матвеевич,ЦСКА,defender,23,12
Бразилия,Николаев Вадим Равильевич,Локомотив,defender,82,81
Нидерланды,Куликов Михаил Григорьевич,Бавария,attacker,73,11
Франция,Никитин Григорий Васильевич,Реал Мадрид,halfdefender,158,15
Англия,Жуков Антон Данилович,Арсенал,halfdefender,32,0
Италия,Морозов Роман Михайлович,Спартак,defender,37,31
Испания,Тарасов Руслан Алексеевич,Динамо,halfdefender,85,12
Бразилия,Гусев Вячеслав Дмитриевич,ПСЖ,defender,43,39
Россия,Никитин Юрий Григорьевич,ПСЖ,defender,56,43
Португалия,Романов Кирилл Арсеньевич,Барселона,halfdefender,71,23
Аргентина,Михайлов Матвей Русланович,Реал Мадрид,halfdefender,168,34
Англия,Кузнецов Руслан Геннадьевич,Спартак,goalkeeper,45,-1
Португалия,Фролов Дмитрий Алексеевич,Реал Мадрид,defender,18,14
Франция,Попов Кирилл Маркович,Ювентус,halfdefender,18,7
Италия,Мельников Валерий Сергеевич,Спартак,halfdefender,72,32
Аргентина,Яковлев Лев Эдуардович,ПСЖ,attacker,47,47
Нидерланды,Кудрявцев Тихон Викторович,Зенит,defender,136,72
Германия,Захаров Роман Степанович,Арсенал,defender,76,63
Португалия,Рябов Олег Вадимович,Барселона,halfdefender,69,18
Португалия,Соловьёв Глеб Павлович,Динамо,defender,20,15
Бразилия,Кондратьев Тихон Ярославович,Бавария,goalkeeper,7,-6
Россия,Соколов Григорий Германович,Барселона,halfdefender,34,2
Италия,Васильев Владимир Валерьевич,Ливерпуль,defender,143,62
Италия,Лазарев Анатолий Анатольевич,ЦСКА,defender,44,1
Аргентина,Касаткин Денис Германович,Ливерпуль,halfdefender,32,18
Португалия,Смирнов Георгий Валентинович,Спартак,defender,148,31
Франция,Петров Иван Юрьевич,Ливерпуль,halfdefender,111,58
Испания,Яковлев Владимир Николаевич,Динамо,halfdefender,127,8
Нидерланды,Павлов Павел Никитич,Реал Мадрид,halfdefender,180,60
Германия,Борисов Сергей Георгиевич,Барселона,attacker,36,5
Нидерланды,Куликов Фёдор Данилович,ПСЖ,halfdefender,134,49
Россия,Петров Никита Валентинович,Ливерпуль,defender,35,13
Аргентина,Захаров Артём Дмитриевич,Манчестер Сити,defender,80,39
Италия,Беляев Степан Никитич,ПСЖ,halfdefender,165,69
Нидерланды,Калинин Ярослав Романович,Барселона,defender,2,2
Германия,Никитин Руслан Дмитриевич,Спартак,attacker,46,31
Франция,Мельников Руслан Павлович,Ювентус,goalkeeper,84,-10
Германия,Захаров Георгий Никитич,Бавария,defender,86,9
Нидерланды,Шестаков Тихон Михайлович,Динамо,halfdefender,70,55
Германия,Фролов Дмитрий Павлович,Бавария,halfdefender,131,81
Нидерланды,Андреев Георгий Викторович,Бавария,defender,72,45
Англия,Захаров Кирилл Евгеньевич,Динамо,halfdefender,110,64
Нидерланды,Фёдоров Лев Кириллович,ПСЖ,defender,38,32
Франция,Сергеев Лев Юрьевич,Бавария,goalkeeper,33,-18
Португалия,Захаров Юрий Викторович,Ливерпуль,attacker,39,0
Франция,Шестаков Анатолий Дмитриевич,Барселона,defender,8,8
Франция,Лазарев Иван Германович,Бавария,halfdefender,156,39
Португалия,Лебедев Сергей Борисович,Реал Мадрид,attacker,89,65
Россия,Рябов Валерий Рустамович,Ливерпуль,halfdefender,144,23
Нидерланды,Волков Михаил Аркадьевич,Спартак,halfdefender,85,32
Германия,Алексеев Дмитрий Петрович,Арсенал,goalkeeper,161,-147
Нидерланды,Козлов Вячеслав Тарасович,Зенит,halfdefender,62,19
Италия,Зайцев Виктор Романович,Спартак,attacker,19,9
Англия,Блинов Георгий Георгиевич,Реал Мадрид,defender,156,78
Испания,Сергеев Валерий Фёдорович,Арсенал,defender,122,20
Италия,Антонов Глеб Вячеславович,Бавария,defender,160,67
Аргентина,Марков Сергей Юрьевич,Динамо,defender,156,54
Германия,Савельев Сергей Арсеньевич,Ювентус,defender,130,66
Франция,Григорьев Вадим Арсеньевич,Ювентус,attacker,150,20
Португалия,Мельников Степан Иванович,Локомотив,defender,6,3
Италия,Попов Тихон Витальевич,Реал Мадрид,defender,98,56
Португалия,Мельников Александр Станиславович,Бавария,halfdefender,97,50
Нидерланды,Мельников Григорий Олегович,Зенит,attacker,22,22
Португалия,Филиппов Иван Денисович,Манчестер Сити,attacker,127,71
Испания,Данилов Артём Радмирович,ПСЖ,defender,118,67
Англия,Беляев Анатолий Константинович,Арсенал,attacker,104,37
Италия,Петров Глеб Алексеевич,Манчестер Сити,attacker,53,47
Италия,Борисов Ярослав Егорович,Спартак,goalkeeper,87,-69
Аргентина,Григорьев Роман Александрович,Манчестер Сити,defender,86,86
Италия,Гаврилов Виктор Валерьевич,Динамо,attacker,11,0
Нидерланды,Степанов Юрий Петрович,ПСЖ,halfdefender,165,87
Франция,Попов Фёдор Эдуардович,ЦСКА,attacker,39,39
Россия,Зайцев Егор Тимофеевич,Ливерпуль,goalkeeper,4,-1
Португалия,Сидоров Михаил Данилович,Зенит,attacker,10,6
Италия,Блинов Денис Эльдарович,Динамо,attacker,60,23
Бразилия,Новиков Валерий Семёнович,Ювентус,defender,19,8
Англия,Соколов Вадим Семёнович,ЦСКА,attacker,92,33
Бразилия,Гаврилов Тихон Матвеевич,Бавария,defender,100,65
Германия,Иванов Тихон Геннадьевич,Ювентус,halfdefender,109,88
Бразилия,Соловьёв Владимир Максимович,ПСЖ,halfdefender,168,77
Аргентина,Андреев Кирилл Ярославович,ЦСКА,goalkeeper,136,-81
Германия,Медведев Денис Григорьевич,Динамо,defender,10,5
Франция,Барсуков Руслан Тимофеевич,ЦСКА,attacker,51,50
Испания,Андреев Лев Тимофеевич,Барселона,halfdefender,83,49
Испания,Козлов Сергей Александрович,Реал Мадрид,halfdefender,31,3
Испания,Сергеев Глеб Русланович,Ливерпуль,goalkeeper,103,-24
Испания,Савельев Валерий Русланович,ЦСКА,defender,107,60
Аргентина,Шестаков Пётр Денисович,Арсенал,halfdefender,86,42
Россия,Гусев Лев Эльдарович,Ювентус,halfdefender,112,22
Аргентина,Васильев Юрий Вячеславович,Арсенал,goalkeeper,179,-90
Нидерланды,Воробьёв Ярослав Станиславович,Локомотив,defender,150,5
Бразилия,Морозов Михаил Владимирович,Манчестер Сити,defender,38,9
Аргентина,Андреев Тимофей Рустамович,Локомотив,defender,23,3
Испания,Касаткин Фёдор Анатольевич,Ювентус,defender,125,2
Англия,Куликов Степан Степанович,ЦСКА,defender,44,41
Испания,Борисов Олег Григорьевич,Барселона,defender,94,32
Бразилия,Михайлов Егор Русланович,Динамо,halfdefender,76,34
Испания,Павлов Кирилл Игоревич,ЦСКА,attacker,20,2
Аргентина,Захаров Олег Данилович,Ливерпуль,goalkeeper,158,-140
Россия,Марков Илья Арсеньевич,Ювентус,attacker,57,25
Испания,Сергеев Михаил Викторович,Ювентус,attacker,60,26
Германия,Михайлов Тимофей Кириллович,ПСЖ,goalkeeper,16,-13
Италия,Савельев Даниил Степанович,Спартак,attacker,162,25
Франция,Гордеев Никита Алексеевич,ЦСКА,halfdefender,11,5
Франция,Данилов Руслан Борисович,Ливерпуль,goalkeeper,7,0
Италия,Егоров Денис Тарасович,Ливерпуль,halfdefender,122,0
Италия,Кудрявцев Юрий Русланович,ПСЖ,defender,169,53
Аргентина,Сергеев Лев Ильич,ПСЖ,halfdefender,174,76
Германия,Гусев Матвей Евгеньевич,Спартак,attacker,111,27
Англия,Савельев Тихон Евгеньевич,Бавария,halfdefender,10,4
Португалия,Алексеев Олег Романович,Динамо,attacker,48,16
Бразилия,Егоров Роман Рустамович,ПСЖ,defender,4,2
Германия,Петров Вячеслав Германович,Реал Мадрид,defender,0,0
Италия,Жуков Олег Рустамович,Бавария,attacker,163,2
Россия,Титов Валерий Максимович,ЦСКА,defender,180,76
Испания,Кузнецов Руслан Васильевич,Бавария,attacker,95,56
Италия,Куликов Вячеслав Никитич,Реал Мадрид,attacker,44,12
Италия,Блинов Андрей Арсеньевич,Динамо,halfdefender,101,60
Италия,Медведев Пётр Владимирович,Реал Мадрид,halfdefender,163,44
Аргентина,Медведев Илья Степанович,ПСЖ,halfdefender,94,56
Португалия,Савельев Константин Германович,Ювентус,attacker,1,0
Нидерланды,Петров Юрий Равильевич,Зенит,defender,173,79
Португалия,Сергеев Дмитрий Никитич,Динамо,halfdefender,89,55
Россия,Барсуков Олег Вячеславович,Зенит,defender,1,0
Аргентина,Тарасов Олег Аркадьевич,Ювентус,defender,100,75
Испания,Морозов Валерий Григорьевич,Спартак,defender,87,41
Франция,Яковлев Тихон Дмитриевич,Ливерпуль,halfdefender,123,77
Бразилия,Сидоров Вячеслав Эльдарович,Динамо,halfdefender,50,25
Англия,Блинов Вадим Георгиевич,Динамо,attacker,170,7
Италия,Калинин Владимир Витальевич,ПСЖ,halfdefender,66,31
Россия,Егоров Вадим Георгиевич,Арсенал,goalkeeper,97,-11
Германия,Фёдоров Олег Сергеевич,Реал Мадрид,defender,18,5
Аргентина,Кондратьев Константин Данилович,Спартак,defender,148,72
Нидерланды,Павлов Руслан Вячеславович,Зенит,defender,152,30
Испания,Савельев Илья Валентинович,Ювентус,defender,35,18
Испания,Сергеев Даниил Арсеньевич,Динамо,attacker,47,4
Бразилия,Касаткин Глеб Георгиевич,Манчестер Сити,defender,69,36
Аргентина,Антонов Григорий Игоревич,Арсенал,defender,16,1
Франция,Романов Станислав Вадимович,Ливерпуль,goalkeeper,128,-17
Россия,Новиков Валерий Фёдорович,Ливерпуль,attacker,52,41
Англия,Павлов Павел Васильевич,Локомотив,attacker,145,25
Франция,Орлов Иван Вадимович,Ливерпуль,attacker,85,2
Германия,Блинов Пётр Анатольевич,ЦСКА,attacker,144,38
Португалия,Яковлев Роман Геннадьевич,Ливерпуль,halfdefender,12,9
Испания,Васильев Максим Олегович,Динамо,attacker,59,49
Бразилия,Рябов Анатолий Витальевич,Реал Мадрид,defender,166,85
Нидерланды,Фёдоров Никита Эльдарович,ПСЖ,defender,122,56
Испания,Никитин Кирилл Владимирович,Локомотив,halfdefender,154,24
Россия,Васильев Степан Васильевич,ПСЖ,halfdefender,59,42
Португалия,Куликов Григорий Эдуардович,Реал Мадрид,defender,160,61
Франция,Фомин Антон Семёнович,Бавария,attacker,119,60
Португалия,Шестаков Дмитрий Матвеевич,Ливерпуль,attacker,104,59
Бразилия,Гаврилов Пётр Эльдарович,Локомотив,defender,28,22
Германия,Егоров Иван Васильевич,Спартак,attacker,159,51
Италия,Григорьев Дмитрий Семёнович,Динамо,defender,34,5
Германия,Семёнов Фёдор Михайлович,Локомотив,attacker,37,32
Англия,Кузнецов Георгий Германович,Реал Мадрид,halfdefender,149,24
Испания,Марков Вячеслав Егорович,Динамо,attacker,142,31
Португалия,Лебедев Валерий Ярославович,Барселона,attacker,39,29
Германия,Смирнов Станислав Романович,Барселона,goalkeeper,133,-25
Нидерланды,Фролов Глеб Станиславович,Ювентус,attacker,165,35
Португалия,Медведев Виктор Иванович,Ювентус,attacker,25,10
Англия,Титов Виктор Данилович,Манчестер Сити,halfdefender,46,44
Россия,Калинин Фёдор Леонидович,Реал Мадрид,halfdefender,106,27
Англия,Марков Андрей Матвеевич,Динамо,defender,8,4
Россия,Антонов Кирилл Аркадьевич,Арсенал,attacker,134,4
Португалия,Смирнов Глеб Петрович,Зенит,defender,13,2
Нидерланды,Козлов Станислав Русланович,Динамо,defender,147,45
Нидерланды,Иванов Лев Леонидович,Барселона,halfdefender,7,6
Бразилия,Попов Руслан Борисович,Манчестер Сити,attacker,132,84
Германия,Сергеев Антон Эдуардович,ПСЖ,halfdefender,170,46
Португалия,Кондратьев Даниил Юрьевич,Ювентус,attacker,94,21
Англия,Никитин Александр Леонидович,Арсенал,halfdefender,7,6
Аргентина,Романов Арсений Сергеевич,Бавария,defender,84,3
Испания,Смирнов Валерий Матвеевич,Бавария,halfdefender,99,25
Англия,Антонов Кирилл Валентинович,ПСЖ,goalkeeper,148,-68
Португалия,Кузнецов Даниил Денисович,Барселона,defender,133,50
Германия,Волков Владимир Никитич,Ливерпуль,halfdefender,174,26
Испания,Петров Андрей Максимович,ЦСКА,halfdefender,159,72
Нидерланды,Тарасов Матвей Равильевич,Барселона,defender,4,2
Франция,Блинов Вадим Маркович,Реал Мадрид,defender,43,40
Нидерланды,Беляев Юрий Иванович,ПСЖ,attacker,80,51
Италия,Барсуков Станислав Степанович,Бавария,halfdefender,121,35
Франция,Сидоров Даниил Радмирович,Манчестер Сити,goalkeeper,85,-68
Португалия,Лазарев Павел Павлович,ПСЖ,attacker,9,2
Франция,Воробьёв Вадим Ильич,Ливерпуль,attacker,114,69
Испания,Павлов Пётр Анатольевич,Зенит,halfdefender,134,16
Нидерланды,Жуков Антон Борисович,ЦСКА,attacker,160,15
Испания,Медведев Иван Радмирович,Зенит,attacker,98,78
Италия,Марков Ярослав Владимирович,Барселона,defender,60,23
Испания,Фролов Сергей Степанович,ПСЖ,halfdefender,130,2
Россия,Гордеев Дмитрий Максимович,Реал Мадрид,halfdefender,82,16
Португалия,Морозов Максим Ильич,Манчестер Сити,defender,175,27
Англия,Данилов Фёдор Иванович,Ювентус,attacker,132,3
Испания,Медведев Георгий Эльдарович,Ливерпуль,halfdefender,75,1
Аргентина,Волков Даниил Тарасович,ПСЖ,halfdefender,6,0
Германия,Кудрявцев Руслан Григорьевич,Зенит,halfdefender,59,40
Англия,Михайлов Кирилл Русланович,Арсенал,goalkeeper,164,-23
Англия,Калинин Александр Равильевич,Ливерпуль,goalkeeper,14,-6
Германия,Тарасов Георгий Константинович,Барселона,attacker,152,21
Бразилия,Павлов Юрий Романович,ПСЖ,defender,175,34
Россия,Лебедев Тихон Георгиевич,Локомотив,defender,161,73
Франция,Кондратьев Антон Семёнович,Ливерпуль,defender,98,59
Португалия,Иванов Тихон Игоревич,Арсенал,halfdefender,24,2
Португалия,Фёдоров Степан Борисович,Динамо,halfdefender,40,40
Германия,Беляев Артём Вадимович,Реал Мадрид,halfdefender,49,35
Италия,Рябов Кирилл Арсеньевич,Бавария,attacker,34,8
Россия,Соловьёв Александр Антонович,Ливерпуль,halfdefender,47,29
Испания,Антонов Дмитрий Радмирович,Манчестер Сити,halfdefender,117,69
Аргентина,Кузнецов Вадим Анатольевич,Реал Мадрид,attacker,124,90
Нидерланды,Мельников Станислав Данилович,Динамо,halfdefender,39,34
Бразилия,Павлов Юрий Анатольевич,Манчестер Сити,defender,175,4
Нидерланды,Кудрявцев Степан Антонович,Реал Мадрид,defender,113,6
Россия,Гаврилов Илья Валентинович,Барселона,defender,168,67
Нидерланды,Иванов Вадим Русланович,Зенит,halfdefender,19,9
Франция,Романов Артём Романович,Ливерпуль,defender,20,13
Бразилия,Кондратьев Анатолий Геннадьевич,Зенит,attacker,63,38
Нидерланды,Кондратьев Никита Константинович,Зенит,defender,54,14
Португалия,Савельев Степан Фёдорович,Зенит,defender,156,75
Аргентина,Борисов Максим Тимофеевич,Зенит,attacker,53,51
Италия,Куликов Валерий Леонидович,ПСЖ,attacker,117,80
Португалия,Михайлов Иван Радмирович,Зенит,goalkeeper,115,-100
Нидерланды,Данилов Ярослав Станиславович,Локомотив,defender,55,18
Португалия,Антонов Юрий Фёдорович,Спартак,defender,13,5
Германия,Фёдоров Павел Денисович,Зенит,halfdefender,155,13
Англия,Захаров Максим Михайлович,ПСЖ,defender,124,69
Франция,Козлов Илья Борисович,Манчестер Сити,attacker,100,21
Италия,Семёнов Илья Олегович,Реал Мадрид,halfdefender,117,27
Нидерланды,Яковлев Виктор Матвеевич,Ювентус,goalkeeper,134,-72
Аргентина,Фомин Олег Вадимович,Локомотив,defender,133,44
Франция,Сергеев Глеб Георгиевич,Ювентус,attacker,131,38
Аргентина,Савельев Матвей Дмитриевич,Реал Мадрид,attacker,91,39
Португалия,Лебедев Егор Вячеславович,Спартак,defender,151,54
Германия,Савельев Павел Романович,Динамо,halfdefender,32,6
Португалия,Касаткин Максим Никитич,Ливерпуль,attacker,94,19
Россия,Гаврилов Антон Радмирович,ЦСКА,defender,7,2
Германия,Савельев Роман Кириллович,ПСЖ,defender,113,63
Бразилия,Захаров Никита Арсеньевич,Барселона,halfdefender,94,48
Россия,Сидоров Тихон Максимович,Барселона,attacker,172,75
Россия,Васильев Руслан Андреевич,Ювентус,halfdefender,147,37
Нидерланды,Фомин Анатолий Антонович,Ювентус,attacker,155,38
