country,fullName,clubName,position,counterGames,counterGoals
Бразилия,Медведев Руслан Леонидович,Зенит,goalkeeper,119,-9
Бразилия,Захаров Арсений Юрьевич,Бавария,defender,130,77
Бразилия,Блинов Станислав Геннадьевич,Арсенал,halfdefender,119,38
Португалия,Рябов Олег Леонидович,Барселона,goalkeeper,21,-18
Аргентина,Фомин Илья Арсеньевич,Локомотив,halfdefender,109,16
Бразилия,Гаврилов Константин Валерьевич,Ливерпуль,defender,48,9
Бразилия,Фролов Михаил Геннадьевич,ЦСКА,defender,106,29
Португалия,Медведев Александр Петрович,Локомотив,attacker,121,55
Аргентина,Филиппов Тимофей Петрович,Манчестер Сити,defender,51,5
Англия,Макаров Никита Антонович,ЦСКА,defender,41,6
Германия,Рябов Егор Владимирович,Спартак,defender,96,44
Нидерланды,Шестаков Фёдор Григорьевич,Бавария,attacker,30,18
Италия,Филиппов Олег Романович,Манчестер Сити,attacker,1,0
Нидерланды,Кондратьев Артём Семёнович,ПСЖ,halfdefender,119,50
Аргентина,Кудрявцев Вячеслав Васильевич,ЦСКА,attacker,162,53
Германия,Лебедев Антон Арсеньевич,ПСЖ,halfdefender,82,17
Бразилия,Морозов Георгий Иванович,Барселона,halfdefender,94,44
Франция,Савельев Юрий Ильич,Арсенал,attacker,28,0
Аргентина,Смирнов Матвей Анатольевич,Динамо,attacker,34,2
Германия,Новиков Павел Арсеньевич,ПСЖ,halfdefender,152,80
Франция,Гаврилов Егор Григорьевич,Реал Мадрид,attacker,156,31
Англия,Фомин Григорий Маркович,Ювентус,defender,58,16
Россия,Семёнов Руслан Анатольевич,Бавария,defender,98,90
Россия,Смирнов Денис Евгеньевич,ЦСКА,defender,129,3
Франция,Яковлев Денис Матвеевич,Бавария,attacker,45,16
Англия,Данилов Олег Юрьевич,Барселона,defender,48,16
Германия,Соколов Андрей Владимирович,Арсенал,attacker,37,35
Италия,Романов Тимофей Степанович,Ливерпуль,halfdefender,22,15
Испания,Сидоров Кирилл Данилович,Ливерпуль,defender,113,44
Франция,Егоров Никита Степанович,Спартак,defender,54,23
Англия,Степанов Руслан Михайлович,Реал Мадрид,halfdefender,178,15
Англия,Михайлов Павел Маркович,Бавария,defender,107,49
Аргентина,Козлов Владимир Тарасович,Бавария,defender,124,1
Италия,Новиков Тихон Маркович,Динамо,attacker,69,21
Португалия,Фёдоров Тимофей Вадимович,Ливерпуль,goalkeeper,128,-57
Англия,Антонов Роман Данилович,Барселона,goalkeeper,105,-96
Бразилия,Беляев Кирилл Александрович,Реал Мадрид,halfdefender,33,11
Аргентина,Гордеев Дмитрий Матвеевич,Реал Мадрид,halfdefender,18,16
Италия,Семёнов Станислав Фёдорович,Локомотив,attacker,145,40
Германия,Мельников Егор Викторович,Динамо,defender,141,58
Аргентина,Гаврилов Роман Фёдорович,Ливерпуль,halfdefender,86,5
Англия,Борисов Константин Ильич,ЦСКА,halfdefender,53,33
Нидерланды,Беляев Даниил Игоревич,ЦСКА,defender,146,42
Италия,Рябов Кирилл Андреевич,Спартак,halfdefender,163,29
Испания,Зайцев Александр Станиславович,Зенит,goalkeeper,53,-10
Бразилия,Зайцев Иван Никитич,Динамо,attacker,87,46
Нидерланды,Макаров Вадим Станиславович,Зенит,halfdefender,46,16
Россия,Жуков Сергей Германович,Локомотив,defender,109,46
Германия,Барсуков Андрей Леонидович,Локомотив,halfdefender,52,22
Италия,Волков Даниил Максимович,Манчестер Сити,attacker,14,8
Португалия,Гусев Юрий Павлович,Барселона,goalkeeper,20,-9
Италия,Михайлов Иван Иванович,Арсенал,attacker,130,88
Италия,Волков Никита Тарасович,Ливерпуль,attacker,41,30
Франция,Блинов Иван Степанович,Ювентус,goalkeeper,164,-112
Англия,Антонов Андрей Эльдарович,Реал Мадрид,attacker,105,45
Португалия,Лазарев Иван Григорьевич,Спартак,defender,149,67
Франция,Титов Роман Русланович,ПСЖ,attacker,34,24
Италия,Барсуков Павел Вячеславович,Зенит,defender,133,60
Германия,Николаев Тихон Владимирович,Динамо,defender,174,41
Германия,Андреев Максим Викторович,ЦСКА,defender,85,55
Нидерланды,Захаров Вадим Эльдарович,Спартак,goalkeeper,59,0
Португалия,Антонов Павел Андреевич,Спартак,halfdefender,64,29
Португалия,Мельников Анатолий Тарасович,Локомотив,defender,21,14
Италия,Михайлов Григорий Радмирович,Спартак,halfdefender,151,48
Аргентина,Никитин Владимир Олегович,ПСЖ,goalkeeper,171,-56
Аргентина,Беляев Денис Борисович,Динамо,attacker,13,6
Италия,Марков Даниил Дмитриевич,Барселона,goalkeeper,51,-25
Англия,Фролов Анатолий Валерьевич,Локомотив,attacker,48,37
Англия,Сидоров Иван Рустамович,Зенит,attacker,1,0
Нидерланды,Сергеев Матвей Александрович,ПСЖ,attacker,63,63
Нидерланды,Григорьев Вячеслав Станиславович,Бавария,attacker,148,16
Бразилия,Лазарев Виктор Ильич,Барселона,attacker,164,31
Испания,Кузнецов Степан Маркович,Ювентус,halfdefender,93,39
Нидерланды,Данилов Юрий Алексеевич,Динамо,halfdefender,161,64
Португалия,Кудрявцев Юрий Аркадьевич,Ливерпуль,attacker,135,83
Испания,Марков Виктор Вадимович,Динамо,defender,52,12
Англия,Жуков Арсений Вадимович,ПСЖ,halfdefender,7,0
Англия,Данилов Павел Максимович,Зенит,attacker,89,80
Германия,Беляев Глеб Алексеевич,ЦСКА,defender,164,70
Бразилия,Шестаков Константин Эдуардович,Ливерпуль,goalkeeper,62,-10
Франция,Новиков Виктор Иванович,Барселона,halfdefender,153,16
Испания,Новиков Руслан Кириллович,Ювентус,defender,110,4
Бразилия,Николаев Олег Витальевич,Зенит,halfdefender,176,23
Бразилия,Михайлов Вячеслав Максимович,Спартак,halfdefender,18,6
Италия,Данилов Владимир Александрович,Ливерпуль,defender,173,30
Россия,Кондратьев Ярослав Егорович,Манчестер Сити,defender,5,5
Португалия,Кудрявцев Матвей Евгеньевич,Спартак,defender,42,5
Англия,Фёдоров Глеб Павлович,Локомотив,attacker,74,62
Португалия,Калинин Константин Алексеевич,Спартак,attacker,27,1
Россия,Смирнов Валерий Максимович,Спартак,goalkeeper,96,-45
Франция,Иванов Владимир Русланович,Зенит,attacker,59,38
Бразилия,Иванов Иван Арсеньевич,Манчестер Сити,halfdefender,59,22
Россия,Петров Сергей Маркович,Зенит,defender,41,24
Италия,Филиппов Руслан Геннадьевич,Локомотив,attacker,63,56
Англия,Семёнов Руслан Иванович,Зенит,attacker,134,67
Нидерланды,Фролов Станислав Викторович,Барселона,defender,176,69
Нидерланды,Кузнецов Павел Вячеславович,Реал Мадрид,goalkeeper,63,-3
Бразилия,Марков Антон Никитич,Арсенал,defender,41,35
Италия,Борисов Вячеслав Денисович,ЦСКА,defender,66,60
Италия,Попов Степан Ильич,Ливерпуль,defender,5,5
Англия,Лебедев Иван Валентинович,ПСЖ,defender,142,26
Франция,Смирнов Тимофей Ярославович,Динамо,attacker,169,17
Испания,Барсуков Ярослав Андреевич,Спартак,halfdefender,85,75
Португалия,Смирнов Павел Петрович,Бавария,defender,128,24
Бразилия,Титов Вячеслав Сергеевич,ПСЖ,defender,161,32
Аргентина,Марков Максим Геннадьевич,Арсенал,defender,158,76
Нидерланды,Рябов Тихон Германович,Спартак,goalkeeper,8,-5
Италия,Гаврилов Денис Геннадьевич,Барселона,defender,37,1
Нидерланды,Яковлев Станислав Юрьевич,Манчестер Сити,halfdefender,171,29
Италия,Кудрявцев Тимофей Русланович,Спартак,defender,170,35
Испания,Куликов Фёдор Олегович,Локомотив,halfdefender,31,19
Португалия,Семёнов Антон Иванович,Барселона,halfdefender,70,44
Нидерланды,Сергеев Никита Русланович,Локомотив,attacker,126,36
Германия,Орлов Дмитрий Витальевич,Бавария,halfdefender,171,19
Франция,Тарасов Андрей Фёдорович,Манчестер Сити,defender,88,39
Нидерланды,Марков Даниил Русланович,Зенит,attacker,93,48
Португалия,Калинин Арсений Михайлович,ЦСКА,defender,134,19
Испания,Фролов Виктор Алексеевич,Спартак,halfdefender,84,51
Португалия,Данилов Олег Евгеньевич,Ливерпуль,halfdefender,24,7
Португалия,Сергеев Лев Фёдорович,Ювентус,goalkeeper,110,-100
Нидерланды,Гусев Анатолий Григорьевич,Арсенал,defender,15,2
Италия,Зайцев Артём Матвеевич,Локомотив,defender,6,1
Испания,Лазарев Александр Игоревич,Спартак,halfdefender,117,15
Аргентина,Михайлов Георгий Эльдарович,Манчестер Сити,defender,63,54
Португалия,Андреев Артём Сергеевич,ПСЖ,goalkeeper,30,-11
Нидерланды,Макаров Станислав Леонидович,ЦСКА,defender,179,62
Германия,Калинин Валерий Данилович,Спартак,attacker,46,19
Россия,Куликов Тимофей Вячеславович,Зенит,attacker,39,27
Франция,Захаров Ярослав Андреевич,Бавария,halfdefender,63,20
Франция,Новиков Артём Сергеевич,Ливерпуль,halfdefender,26,7
Аргентина,Иванов Михаил Васильевич,Зенит,halfdefender,41,40
Испания,Лебедев Артём Арсеньевич,Динамо,attacker,31,16
Испания,Гордеев Илья Аркадьевич,Динамо,defender,17,0
Нидерланды,Марков Павел Иванович,Барселона,halfdefender,80,9
Франция,Тарасов Максим Иванович,Манчестер Сити,attacker,82,6
Италия,Павлов Станислав Эдуардович,Ливерпуль,goalkeeper,150,-91
Англия,Павлов Владимир Тарасович,Ливерпуль,defender,151,45
Нидерланды,Блинов Олег Григорьевич,Манчестер Сити,goalkeeper,64,-39
Россия,Соколов Владимир Никитич,Арсенал,halfdefender,90,5
Англия,Сидоров Степан Тимофеевич,ПСЖ,defender,135,16
Португалия,Егоров Сергей Валерьевич,Реал Мадрид,defender,139,72
Нидерланды,Савельев Руслан Васильевич,Ювентус,halfdefender,57,38
Германия,Титов Анатолий Евгеньевич,Спартак,halfdefender,146,66
Бразилия,Филиппов Константин Борисович,ПСЖ,attacker,77,8
Италия,Фомин Дмитрий Константинович,Динамо,goalkeeper,104,-94
Россия,Захаров Даниил Константинович,ПСЖ,halfdefender,136,35
Россия,Куликов Никита Леонидович,ЦСКА,halfdefender,38,15
Германия,Рябов Вячеслав Тарасович,Бавария,defender,111,88
Аргентина,Орлов Константин Равильевич,Арсенал,attacker,51,48
Испания,Гаврилов Павел Равильевич,ПСЖ,attacker,133,34
Англия,Лазарев Юрий Сергеевич,Бавария,defender,2,2
Италия,Беляев Андрей Игоревич,Зенит,defender,77,7
Португалия,Орлов Антон Владимирович,Зенит,defender,108,24
Бразилия,Андреев Артём Валентинович,Арсенал,defender,167,53
Италия,Иванов Артём Никитич,Арсенал,attacker,157,30
Нидерланды,Соколов Антон Эдуардович,Манчестер Сити,goalkeeper,141,-4
Португалия,Николаев Георгий Тимофеевич,ПСЖ,attacker,40,22
Германия,Макаров Владимир Михайлович,Барселона,goalkeeper,101,-66
Португалия,Петров Арсений Вадимович,Манчестер Сити,halfdefender,45,21
Португалия,Степанов Павел Сергеевич,Ливерпуль,halfdefender,27,2
Бразилия,Куликов Вадим Борисович,Спартак,defender,32,18
Бразилия,Фомин Тимофей Витальевич,Арсенал,halfdefender,115,19
Испания,Петров Григорий Валерьевич,Локомотив,defender,93,4
Россия,Рябов Кирилл Тимофеевич,Зенит,halfdefender,157,82
Италия,Сидоров Георгий Николаевич,Зенит,halfdefender,44,13
Бразилия,Алексеев Максим Дмитриевич,Арсенал,goalkeeper,9,-3
Аргентина,Николаев Михаил Леонидович,Манчестер Сити,defender,40,40
Нидерланды,Шестаков Юрий Равильевич,Ливерпуль,halfdefender,37,13
Франция,Сидоров Матвей Антонович,Бавария,defender,141,27
Португалия,Антонов Никита Витальевич,Арсенал,halfdefender,43,32
Германия,Григорьев Владимир Тарасович,Динамо,defender,88,13
Италия,Куликов Андрей Олегович,Бавария,defender,173,12
Англия,Калинин Андрей Алексеевич,Барселона,attacker,35,6
Италия,Антонов Никита Николаевич,Манчестер Сити,attacker,123,19
Нидерланды,Алексеев Андрей Рустамович,Ювентус,halfdefender,174,47
Аргентина,Соловьёв Денис Эдуардович,Зенит,halfdefender,168,83
Нидерланды,Блинов Виктор Максимович,Барселона,attacker,10,10
Бразилия,Морозов Михаил Германович,Ювентус,halfdefender,156,50
Англия,Сидоров Фёдор Валентинович,Бавария,halfdefender,77,15
Россия,Романов Юрий Евгеньевич,Динамо,defender,49,24
Россия,Гусев Григорий Алексеевич,Спартак,halfdefender,123,85
Португалия,Фёдоров Иван Вадимович,Манчестер Сити,halfdefender,85,5
Италия,Романов Павел Витальевич,ЦСКА,attacker,55,10
Германия,Егоров Максим Андреевич,Барселона,attacker,44,24
Франция,Гусев Лев Матвеевич,Динамо,halfdefender,110,61
Франция,Рябов Станислав Данилович,Барселона,goalkeeper,101,-36
Россия,Волков Илья Тарасович,Манчестер Сити,attacker,110,28
Англия,Фёдоров Вячеслав Русланович,Ювентус,defender,9,1
Нидерланды,Кузнецов Пётр Владимирович,Ювентус,halfdefender,166,36
Испания,Романов Ярослав Антонович,Барселона,attacker,141,10
Италия,Гусев Пётр Михайлович,Динамо,halfdefender,10,7
Италия,Кондратьев Ярослав Романович,Зенит,defender,10,10
Россия,Лебедев Антон Борисович,Ливерпуль,attacker,132,17
Италия,Рябов Константин Маркович,Динамо,goalkeeper,115,-51
Испания,Гаврилов Тихон Тарасович,ЦСКА,halfdefender,4,4
Португалия,Рябов Фёдор Станиславович,Барселона,defender,25,8
Италия,Васильев Илья Геннадьевич,Манчестер Сити,defender,145,62
Нидерланды,Морозов Роман Данилович,Бавария,defender,154,7
Франция,Калинин Дмитрий Станиславович,ЦСКА,attacker,176,39
Бразилия,Лазарев Тихон Тимофеевич,Ливерпуль,halfdefender,107,26
Германия,Титов Максим Александрович,Ювентус,defender,114,65
Бразилия,Михайлов Ярослав Юрьевич,Ювентус,halfdefender,71,68
Германия,Морозов Максим Михайлович,Спартак,attacker,73,59
Бразилия,Соколов Вячеслав Михайлович,Зенит,defender,104,69
Франция,Николаев Пётр Евгеньевич,Ювентус,attacker,103,34
Португалия,Калинин Антон Максимович,Барселона,defender,132,9
Италия,Касаткин Лев Русланович,Ювентус,attacker,164,14
Германия,Сергеев Георгий Игоревич,ЦСКА,attacker,37,10
Испания,Данилов Павел Михайлович,Манчестер Сити,attacker,129,51
Аргентина,Блинов Максим Кириллович,Спартак,halfdefender,27,25
Россия,Захаров Юрий Эдуардович,Спартак,goalkeeper,130,-26
Испания,Блинов Анатолий Иванович,Ливерпуль,halfdefender,125,31
Россия,Беляев Пётр Антонович,Ювентус,attacker,125,30
Германия,Григорьев Арсений Николаевич,ЦСКА,attacker,39,31
Португалия,Григорьев Даниил Сергеевич,Арсенал,attacker,44,24
Испания,Смирнов Максим Геннадьевич,Ювентус,attacker,55,35
Бразилия,Шестаков Роман Владимирович,ПСЖ,defender,7,3
Нидерланды,Макаров Сергей Сергеевич,Ливерпуль,goalkeeper,130,-15
Италия,Фомин Александр Анатольевич,Барселона,defender,6,3
Франция,Егоров Владимир Петрович,Спартак,halfdefender,48,0
Франция,Барсуков Егор Борисович,Бавария,goalkeeper,23,-7
Португалия,Павлов Георгий Владимирович,Ливерпуль,halfdefender,146,18
Англия,Фёдоров Фёдор Матвеевич,ПСЖ,defender,144,3
Бразилия,Орлов Анатолий Тимофеевич,ПСЖ,defender,15,3
Франция,Семёнов Арсений Николаевич,ПСЖ,halfdefender,108,75
Англия,Макаров Валерий Кириллович,Спартак,halfdefender,96,50
Испания,Захаров Валерий Викторович,Барселона,halfdefender,159,82
Нидерланды,Гусев Станислав Григорьевич,Манчестер Сити,halfdefender,64,46
Франция,Кондратьев Тимофей Викторович,ПСЖ,goalkeeper,19,-2
Нидерланды,Шестаков Даниил Радмирович,Барселона,attacker,163,70
Россия,Филиппов Роман Михайлович,Зенит,halfdefender,179,32
Англия,Козлов Лев Олегович,Барселона,halfdefender,79,61
Нидерланды,Григорьев Егор Валентинович,Арсенал,halfdefender,17,17
Нидерланды,Жуков Дмитрий Егорович,Динамо,defender,74,33
Англия,Попов Олег Матвеевич,ЦСКА,defender,160,78
Италия,Беляев Григорий Николаевич,Ливерпуль,attacker,21,0
Италия,Захаров Максим Олегович,ЦСКА,goalkeeper,54,-2
Бразилия,Кондратьев Тихон Дмитриевич,Ювентус,attacker,46,19
Испания,Новиков Сергей Геннадьевич,Ливерпуль,attacker,141,42
Испания,Васильев Степан Вячеславович,Барселона,defender,64,48
Германия,Кудрявцев Виктор Максимович,Ливерпуль,defender,159,25
Франция,Фомин Матвей Вадимович,Спартак,halfdefender,28,26
Англия,Антонов Владимир Валентинович,Барселона,attacker,32,15
Португалия,Петров Михаил Иванович,Локомотив,defender,123,72
Нидерланды,Беляев Глеб Егорович,ПСЖ,defender,79,32
Нидерланды,Марков Дмитрий Ярославович,Локомотив,halfdefender,32,12
Бразилия,Соловьёв Иван Игоревич,ПСЖ,attacker,148,74
Италия,Титов Сергей Петрович,Спартак,defender,24,1
Франция,Жуков Тихон Романович,Динамо,defender,70,41
Англия,Павлов Александр Григорьевич,Арсенал,attacker,165,85
Испания,Соловьёв Максим Юрьевич,ПСЖ,goalkeeper,54,-15
Бразилия,Семёнов Егор Юрьевич,Локомотив,attacker,54,17
Нидерланды,Зайцев Анатолий Денисович,ПСЖ,halfdefender,51,1
Нидерланды,Антонов Дмитрий Георгиевич,Барселона,defender,137,19
Россия,Савельев Ярослав Данилович,Зенит,attacker,113,15
Франция,Савельев Константин Валерьевич,Локомотив,goalkeeper,21,-2
Франция,Егоров Олег Станиславович,Зенит,halfdefender,71,47
Россия,Павлов Сергей Равильевич,Манчестер Сити,goalkeeper,28,-17
Италия,Барсуков Юрий Егорович,Арсенал,goalkeeper,153,-27
Нидерланды,Касаткин Максим Эдуардович,Манчестер Сити,defender,99,1
Россия,Савельев Анатолий Евгеньевич,ЦСКА,goalkeeper,1,0
Аргентина,Калинин Владимир Радмирович,Барселона,defender,144,85
Франция,Павлов Егор Игоревич,Бавария,halfdefender,161,45
Португалия,Сергеев Илья Алексеевич,Манчестер Сити,attacker,148,90
Россия,Лазарев Иван Ильич,Барселона,defender,30,25
Испания,Лебедев Константин Вадимович,Манчестер Сити,defender,34,17
Португалия,Кондратьев Степан Тимофеевич,Локомотив,defender,34,20
Франция,Гордеев Олег Леонидович,Зенит,halfdefender,130,86
Россия,Данилов Иван Радмирович,Арсенал,halfdefender,22,1
Франция,Попов Денис Николаевич,Ювентус,halfdefender,139,61
Нидерланды,Калинин Антон Борисович,Реал Мадрид,halfdefender,99,63
Нидерланды,Зайцев Тихон Русланович,Ливерпуль,halfdefender,119,63
Италия,Никитин Никита Алексеевич,ЦСКА,halfdefender,109,8
Германия,Сидоров Иван Витальевич,Спартак,attacker,156,12
Германия,Петров Анатолий Германович,Бавария,halfdefender,67,31
Аргентина,Мельников Константин Павлович,Барселона,defender,42,29
Нидерланды,Гусев Фёдор Матвеевич,Спартак,defender,80,14
Англия,Зайцев Георгий Александрович,Динамо,defender,47,28
Португалия,Касаткин Руслан Данилович,Манчестер Сити,goalkeeper,121,-46
Россия,Попов Егор Анатольевич,Ювентус,defender,17,12
Нидерланды,Морозов Станислав Сергеевич,Зенит,halfdefender,144,40
Англия,Новиков Станислав Маркович,Ювентус,halfdefender,40,10
Португалия,Данилов Антон Германович,ПСЖ,halfdefender,112,27
Португалия,Алексеев Григорий Матвеевич,Реал Мадрид,halfdefender,143,69
Италия,Фёдоров Юрий Эльдарович,Спартак,goalkeeper,26,-21
Англия,Фёдоров Сергей Вадимович,Локомотив,attacker,19,1
Италия,Гордеев Глеб Романович,Спартак,defender,14,5
Бразилия,Васильев Фёдор Станиславович,Арсенал,defender,46,15
Испания,Марков Ярослав Фёдорович,Ливерпуль,defender,153,29
Португалия,Фролов Олег Валентинович,Арсенал,attacker,180,62
Бразилия,Григорьев Иван Ярославович,ЦСКА,defender,116,84
Англия,Кондратьев Анатолий Андреевич,Локомотив,defender,51,49
Россия,Барсуков Виктор Игоревич,Ливерпуль,attacker,23,16
Нидерланды,Барсуков Илья Фёдорович,Барселона,goalkeeper,121,-6
Англия,Данилов Ярослав Иванович,Спартак,defender,64,15
Нидерланды,Касаткин Александр Иванович,Ливерпуль,attacker,37,30
