country,fullName,clubName,position,counterGames,counterGoals
Англия,Антонов Степан Владимирович,Динамо,defender,18,4
Португалия,Морозов Денис Денисович,ЦСКА,attacker,102,68
Италия,Соколов Глеб Станиславович,Ювентус,halfdefender,145,38
Португалия,Семёнов Константин Романович,Ювентус,goalkeeper,64,-21
Испания,Козлов Андрей Юрьевич,Арсенал,defender,61,13
Бразилия,Кондратьев Роман Юрьевич,Зенит,halfdefender,111,74
Испания,Кондратьев Антон Евгеньевич,Локомотив,attacker,125,21
Франция,Кузнецов Григорий Григорьевич,Арсенал,halfdefender,37,33
Бразилия,Кузнецов Павел Русланович,ПСЖ,attacker,154,16
Португалия,Волков Вячеслав Равильевич,Реал Мадрид,halfdefender,119,85
Италия,Кузнецов Илья Петрович,Барселона,halfdefender,79,14
Франция,Куликов Даниил Степанович,ЦСКА,defender,27,19
Германия,Яковлев Илья Валентинович,Манчестер Сити,halfdefender,14,12
Португалия,Данилов Тимофей Васильевич,Спартак,halfdefender,104,76
Россия,Степанов Лев Сергеевич,Барселона,goalkeeper,116,-88
Нидерланды,Романов Анатолий Кириллович,Манчестер Сити,halfdefender,9,7
Россия,Фёдоров Денис Петрович,Арсенал,halfdefender,110,81
Испания,Сергеев Иван Дмитриевич,ЦСКА,attacker,130,33
Англия,Блинов Андрей Григорьевич,ЦСКА,defender,2,0
Испания,Лебедев Матвей Радмирович,Бавария,halfdefender,155,72
Германия,Орлов Виктор Валерьевич,Локомотив,halfdefender,129,49
Германия,Новиков Кирилл Тарасович,Бавария,attacker,105,27
Германия,Куликов Александр Максимович,Спартак,attacker,17,0
Нидерланды,Макаров Андрей Вячеславович,Зенит,defender,131,10
Португалия,Беляев Дмитрий Данилович,ПСЖ,attacker,161,3
Англия,Барсуков Ярослав Степанович,Ювентус,goalkeeper,113,-29
Бразилия,Кузнецов Вячеслав Георгиевич,Ливерпуль,attacker,71,6
Германия,Блинов Денис Михайлович,Спартак,attacker,59,8
Аргентина,Гордеев Юрий Васильевич,Бавария,attacker,96,51
Португалия,Егоров Сергей Станиславович,Барселона,defender,53,40
Россия,Козлов Артём Денисович,Спартак,halfdefender,169,41
Англия,Гусев Руслан Константинович,Барселона,defender,27,18
Нидерланды,Андреев Тихон Германович,Манчестер Сити,halfdefender,178,75
Бразилия,Новиков Вадим Владимирович,Манчестер Сити,defender,39,36
Италия,Павлов Валерий Борисович,Барселона,halfdefender,8,0
Россия,Егоров Антон Денисович,Манчестер Сити,attacker,52,14
Нидерланды,Павлов Пётр Викторович,Динамо,goalkeeper,124,-62
Италия,Рябов Анатолий Алексеевич,Манчестер Сити,attacker,9,7
Россия,Гордеев Егор Равильевич,ПСЖ,defender,90,63
Германия,Касаткин Валерий Эльдарович,Динамо,defender,89,38
Германия,Никитин Руслан Данилович,Спартак,attacker,121,61
Испания,Данилов Никита Данилович,Бавария,defender,28,1
Англия,Калинин Анатолий Дмитриевич,Зенит,defender,136,1
Испания,Тарасов Вадим Матвеевич,ПСЖ,halfdefender,168,25
Германия,Новиков Ярослав Павлович,Локомотив,attacker,60,12
Германия,Козлов Владимир Владимирович,Локомотив,defender,150,41
Англия,Орлов Руслан Григорьевич,Арсенал,halfdefender,60,47
Нидерланды,Медведев Арсений Александрович,Спартак,halfdefender,130,77
Германия,Соловьёв Никита Степанович,Манчестер Сити,goalkeeper,68,-23
Россия,Егоров Григорий Ярославович,Ливерпуль,attacker,15,6
Франция,Новиков Роман Вячеславович,ПСЖ,attacker,90,56
Россия,Никитин Глеб Германович,Реал Мадрид,defender,25,24
Испания,Новиков Роман Юрьевич,Зенит,goalkeeper,52,-2
Германия,Куликов Олег Георгиевич,Барселона,goalkeeper,128,-12
Испания,Козлов Константин Михайлович,Манчестер Сити,attacker,85,32
Англия,Сергеев Арсений Арсеньевич,Ливерпуль,defender,52,33
Аргентина,Смирнов Андрей Данилович,Динамо,defender,126,11
Россия,Захаров Владимир Юрьевич,ПСЖ,defender,89,7
Россия,Тарасов Георгий Ярославович,ПСЖ,halfdefender,93,1
Франция,Сидоров Никита Сергеевич,Арсенал,attacker,123,42
Италия,Филиппов Лев Андреевич,Спартак,defender,28,2
Германия,Медведев Григорий Никитич,Бавария,attacker,22,6
Англия,Иванов Егор Станиславович,Реал Мадрид,defender,130,5
Бразилия,Попов Глеб Юрьевич,Зенит,attacker,128,74
Испания,Сидоров Егор Равильевич,Зенит,defender,140,6
Англия,Макаров Лев Радмирович,Бавария,halfdefender,111,43
Германия,Иванов Георгий Максимович,ЦСКА,halfdefender,171,20
Испания,Куликов Егор Петрович,ЦСКА,defender,113,23
Россия,Алексеев Сергей Антонович,Спартак,attacker,62,17
Испания,Никитин Георгий Петрович,Барселона,halfdefender,68,16
Франция,Петров Степан Иванович,Локомотив,defender,93,67
Россия,Захаров Вячеслав Арсеньевич,ПСЖ,goalkeeper,25,-1
Франция,Попов Егор Ярославович,ПСЖ,halfdefender,149,58
Германия,Блинов Ярослав Радмирович,ЦСКА,halfdefender,73,54
Нидерланды,Захаров Матвей Петрович,Арсенал,halfdefender,130,38
Англия,Волков Вадим Егорович,Манчестер Сити,halfdefender,124,36
Аргентина,Гусев Иван Витальевич,Динамо,defender,81,18
Россия,Морозов Никита Сергеевич,Ливерпуль,attacker,74,34
Испания,Козлов Руслан Борисович,Зенит,defender,39,25
Россия,Куликов Владимир Леонидович,Зенит,defender,79,14
Италия,Волков Степан Максимович,ПСЖ,defender,179,46
Португалия,Романов Дмитрий Ильич,Динамо,defender,173,64
Португалия,Андреев Андрей Евгеньевич,ЦСКА,halfdefender,63,43
Испания,Козлов Тихон Александрович,Манчестер Сити,halfdefender,79,36
Бразилия,Григорьев Илья Степанович,Манчестер Сити,defender,50,27
Англия,Беляев Константин Андреевич,Ливерпуль,attacker,15,1
Италия,Антонов Роман Тарасович,ПСЖ,goalkeeper,163,-95
Нидерланды,Павлов Максим Алексеевич,Спартак,halfdefender,84,41
Бразилия,Титов Егор Юрьевич,Манчестер Сити,goalkeeper,51,-11
Германия,Тарасов Матвей Вячеславович,Зенит,halfdefender,78,2
Италия,Тарасов Олег Русланович,Локомотив,halfdefender,130,35
Германия,Егоров Ярослав Ярославович,Арсенал,goalkeeper,105,-93
Россия,Григорьев Никита Александрович,ПСЖ,defender,50,30
Англия,Яковлев Александр Данилович,Зенит,attacker,171,36
Бразилия,Гусев Фёдор Семёнович,Спартак,attacker,58,20
Франция,Титов Дмитрий Станиславович,Манчестер Сити,halfdefender,31,10
Италия,Фролов Иван Эльдарович,ЦСКА,defender,16,2
Германия,Николаев Владимир Германович,Динамо,attacker,126,26
Нидерланды,Морозов Григорий Николаевич,Динамо,defender,85,44
Бразилия,Блинов Георгий Константинович,Арсенал,halfdefender,50,1
Португалия,Гусев Арсений Антонович,Бавария,attacker,166,22
Бразилия,Лазарев Дмитрий Геннадьевич,Локомотив,defender,102,72
Бразилия,Лебедев Пётр Антонович,Манчестер Сити,attacker,53,18
Италия,Кондратьев Арсений Евгеньевич,Зенит,halfdefender,162,66
Англия,Степанов Глеб Никитич,Зенит,halfdefender,17,10
Нидерланды,Попов Тимофей Сергеевич,Бавария,attacker,161,51
Россия,Волков Александр Георгиевич,Манчестер Сити,attacker,34,11
Германия,Фомин Егор Павлович,Арсенал,halfdefender,95,75
Германия,Попов Дмитрий Михайлович,ПСЖ,defender,51,8
Россия,Зайцев Глеб Равильевич,Барселона,defender,83,58
Аргентина,Куликов Григорий Фёдорович,Локомотив,halfdefender,15,12
Франция,Данилов Никита Андреевич,ПСЖ,attacker,157,87
Италия,Калинин Станислав Вячеславович,Ливерпуль,defender,56,25
Германия,Гусев Степан Эльдарович,Ювентус,defender,123,78
Бразилия,Смирнов Артём Валентинович,Барселона,halfdefender,52,5
Аргентина,Алексеев Максим Геннадьевич,Барселона,defender,33,20
Италия,Павлов Пётр Иванович,Ювентус,halfdefender,13,9
Германия,Сергеев Максим Тарасович,Ювентус,goalkeeper,22,-20
Россия,Егоров Георгий Александрович,Ювентус,defender,81,47
Франция,Марков Тимофей Степанович,Спартак,halfdefender,72,30
Испания,Воробьёв Станислав Фёдорович,Арсенал,halfdefender,22,3
Германия,Мельников Дмитрий Юрьевич,Реал Мадрид,halfdefender,129,27
Франция,Блинов Виктор Валерьевич,Ливерпуль,attacker,65,32
Португалия,Антонов Степан Михайлович,Локомотив,attacker,133,57
Аргентина,Сидоров Руслан Витальевич,Манчестер Сити,defender,44,13
Россия,Гордеев Егор Алексеевич,Динамо,halfdefender,40,6
Аргентина,Рябов Арсений Анатольевич,Реал Мадрид,attacker,26,22
Нидерланды,Данилов Максим Александрович,Бавария,defender,119,76
Португалия,Шестаков Иван Юрьевич,Локомотив,attacker,176,33
Россия,Козлов Кирилл Эдуардович,ПСЖ,defender,121,57
Англия,Алексеев Лев Романович,Ювентус,halfdefender,50,18
Франция,Павлов Лев Михайлович,Реал Мадрид,defender,92,6
Португалия,Макаров Артём Вадимович,Манчестер Сити,halfdefender,82,52
Италия,Данилов Олег Анатольевич,Манчестер Сити,defender,81,43
Португалия,Петров Пётр Арсеньевич,Локомотив,defender,69,7
Испания,Медведев Григорий Германович,Реал Мадрид,attacker,116,34
Нидерланды,Барсуков Михаил Никитич,Бавария,attacker,2,1
Бразилия,Кондратьев Глеб Андреевич,ЦСКА,attacker,166,81
Англия,Тарасов Антон Станиславович,Барселона,defender,89,75
Бразилия,Алексеев Виктор Евгеньевич,Зенит,halfdefender,141,6
Англия,Кузнецов Сергей Кириллович,Спартак,attacker,168,88
Нидерланды,Куликов Иван Вадимович,Манчестер Сити,defender,146,89
Испания,Петров Григорий Максимович,Манчестер Сити,defender,56,29
Франция,Кузнецов Руслан Станиславович,Манчестер Сити,defender,45,9
Германия,Новиков Роман Игоревич,Ливерпуль,attacker,137,73
Россия,Лебедев Валерий Рустамович,Реал Мадрид,halfdefender,161,4
Нидерланды,Петров Роман Витальевич,Манчестер Сити,defender,138,81
Испания,Яковлев Глеб Григорьевич,ПСЖ,defender,72,40
Аргентина,Степанов Олег Рустамович,Манчестер Сити,defender,26,5
Португалия,Волков Матвей Васильевич,Динамо,defender,69,53
Аргентина,Васильев Егор Степанович,Динамо,defender,172,82
Италия,Новиков Константин Евгеньевич,ЦСКА,attacker,67,12
Россия,Петров Матвей Эльдарович,Реал Мадрид,defender,106,27
Бразилия,Иванов Тихон Радмирович,Локомотив,goalkeeper,36,-31
Испания,Данилов Артём Валентинович,Динамо,attacker,76,12
Аргентина,Шестаков Вячеслав Тарасович,Ливерпуль,halfdefender,164,22
Англия,Барсуков Максим Олегович,Арсенал,halfdefender,35,2
Аргентина,Гусев Григорий Дмитриевич,ЦСКА,attacker,128,14
Германия,Фомин Глеб Васильевич,Бавария,halfdefender,34,21
Португалия,Соколов Тимофей Егорович,Реал Мадрид,defender,96,33
Нидерланды,Сидоров Андрей Васильевич,Бавария,halfdefender,17,17
Италия,Степанов Михаил Тимофеевич,Барселона,halfdefender,76,14
Португалия,Соловьёв Олег Данилович,Ювентус,attacker,19,3
Нидерланды,Васильев Иван Эльдарович,Ювентус,halfdefender,23,14
Италия,Сидоров Георгий Олегович,Динамо,halfdefender,161,56
Франция,Соловьёв Кирилл Павлович,Бавария,defender,97,31
Испания,Иванов Артём Игоревич,Ливерпуль,halfdefender,131,3
Аргентина,Орлов Денис Владимирович,Бавария,halfdefender,170,18
Англия,Иванов Владимир Михайлович,Бавария,defender,63,33
Германия,Фролов Ярослав Викторович,Ювентус,defender,35,19
Германия,Барсуков Никита Семёнович,Барселона,halfdefender,139,63
Франция,Смирнов Кирилл Радмирович,Динамо,halfdefender,31,10
Аргентина,Марков Андрей Игоревич,Локомотив,halfdefender,169,88
Бразилия,Волков Сергей Игоревич,Динамо,halfdefender,121,16
Германия,Павлов Станислав Тимофеевич,Арсенал,defender,124,34
Испания,Кудрявцев Сергей Вячеславович,Ливерпуль,attacker,70,55
Германия,Лебедев Кирилл Фёдорович,Манчестер Сити,defender,23,10
Россия,Козлов Роман Равильевич,Арсенал,attacker,60,56
Италия,Макаров Виктор Валентинович,Спартак,attacker,163,30
Нидерланды,Морозов Андрей Георгиевич,ЦСКА,attacker,89,31
Россия,Гордеев Денис Алексеевич,Арсенал,attacker,76,60
Аргентина,Савельев Фёдор Григорьевич,Барселона,defender,64,21
Бразилия,Барсуков Роман Валерьевич,Бавария,defender,2,0
Бразилия,Барсуков Максим Тимофеевич,Бавария,halfdefender,55,6
Россия,Данилов Станислав Юрьевич,Ливерпуль,goalkeeper,94,-29
Аргентина,Рябов Тихон Аркадьевич,Локомотив,attacker,99,54
Германия,Лебедев Андрей Кириллович,Реал Мадрид,attacker,30,13
Франция,Гордеев Руслан Борисович,Реал Мадрид,defender,150,23
Аргентина,Соколов Сергей Станиславович,Спартак,attacker,26,14
Россия,Сидоров Станислав Эдуардович,Зенит,halfdefender,105,23
Нидерланды,Жуков Степан Евгеньевич,Спартак,defender,11,8
Бразилия,Сидоров Илья Фёдорович,Ювентус,defender,141,13
Россия,Фомин Кирилл Валерьевич,Арсенал,attacker,62,7
Россия,Семёнов Анатолий Ильич,Барселона,halfdefender,135,9
Бразилия,Морозов Георгий Борисович,Арсенал,goalkeeper,23,-4
Испания,Гаврилов Степан Леонидович,Динамо,halfdefender,85,30
Германия,Орлов Виктор Валерьевич,Манчестер Сити,attacker,45,0
Португалия,Васильев Тихон Петрович,ПСЖ,goalkeeper,165,-63
Аргентина,Мельников Юрий Фёдорович,Барселона,attacker,59,42
Бразилия,Григорьев Никита Константинович,ПСЖ,halfdefender,16,4
Португалия,Никитин Анатолий Арсеньевич,Арсенал,attacker,178,20
Италия,Соловьёв Вадим Семёнович,ПСЖ,goalkeeper,149,-126
Франция,Гусев Никита Олегович,Арсенал,defender,48,44
Нидерланды,Воробьёв Денис Тимофеевич,Барселона,halfdefender,144,23
Бразилия,Калинин Ярослав Семёнович,Барселона,goalkeeper,128,-123
Англия,Шестаков Егор Степанович,Ливерпуль,attacker,109,3
Нидерланды,Козлов Илья Аркадьевич,Ювентус,halfdefender,76,48
Нидерланды,Егоров Павел Павлович,Арсенал,attacker,119,84
Бразилия,Кондратьев Анатолий Евгеньевич,Зенит,halfdefender,175,51
Англия,Григорьев Фёдор Валентинович,ПСЖ,defender,17,5
Россия,Макаров Максим Семёнович,ЦСКА,attacker,40,11
Нидерланды,Беляев Олег Витальевич,ПСЖ,defender,109,36
Россия,Орлов Сергей Геннадьевич,ЦСКА,attacker,133,1
Германия,Антонов Вячеслав Ильич,Динамо,halfdefender,46,41
Португалия,Беляев Лев Ильич,Манчестер Сити,attacker,176,42
Германия,Алексеев Анатолий Денисович,Барселона,defender,151,21
Бразилия,Сергеев Даниил Петрович,Ювентус,defender,1,0
Испания,Кондратьев Илья Николаевич,Арсенал,goalkeeper,19,-18
Португалия,Фомин Тимофей Антонович,ПСЖ,defender,149,88
Франция,Соколов Вячеслав Эдуардович,Ювентус,halfdefender,9,4
Германия,Романов Валерий Ильич,Зенит,attacker,47,3
Франция,Романов Михаил Олегович,Реал Мадрид,defender,59,26
Англия,Смирнов Олег Павлович,ЦСКА,defender,156,51
Россия,Воробьёв Григорий Ярославович,Ливерпуль,goalkeeper,111,-65
Нидерланды,Лебедев Георгий Егорович,Барселона,defender,44,0
Германия,Новиков Олег Алексеевич,Динамо,halfdefender,142,75
Бразилия,Захаров Максим Эльдарович,Динамо,attacker,108,35
Англия,Мельников Руслан Павлович,Манчестер Сити,attacker,168,60
Нидерланды,Козлов Сергей Ильич,ЦСКА,defender,114,61
Испания,Соколов Даниил Антонович,Спартак,attacker,105,86
Нидерланды,Яковлев Юрий Эдуардович,Арсенал,defender,65,4
Франция,Калинин Григорий Романович,Спартак,attacker,75,38
Германия,Соколов Арсений Андреевич,Ливерпуль,defender,53,22
Нидерланды,Фёдоров Михаил Максимович,Локомотив,halfdefender,117,60
Португалия,Гусев Виктор Фёдорович,Реал Мадрид,defender,141,58
Португалия,Мельников Тихон Русланович,Арсенал,goalkeeper,174,-86
Италия,Семёнов Роман Никитич,Барселона,halfdefender,82,65
Аргентина,Воробьёв Антон Максимович,Арсенал,halfdefender,60,35
Франция,Титов Пётр Евгеньевич,Бавария,halfdefender,53,48
Испания,Калинин Сергей Михайлович,Ювентус,defender,16,14
Франция,Алексеев Лев Валерьевич,ПСЖ,attacker,162,59
Аргентина,Тарасов Лев Алексеевич,ПСЖ,attacker,173,4
Бразилия,Кондратьев Сергей Антонович,Арсенал,goalkeeper,104,-52
Германия,Андреев Юрий Семёнович,ЦСКА,goalkeeper,112,-5
Португалия,Сидоров Павел Олегович,Реал Мадрид,halfdefender,131,44
Россия,Козлов Лев Рустамович,Манчестер Сити,attacker,20,0
Португалия,Жуков Владимир Максимович,ЦСКА,halfdefender,164,82
Испания,Филиппов Фёдор Олегович,ЦСКА,halfdefender,122,59
Италия,Михайлов Валерий Станиславович,ПСЖ,defender,34,15
Аргентина,Андреев Константин Петрович,Манчестер Сити,defender,3,2
Германия,Николаев Глеб Сергеевич,ЦСКА,goalkeeper,153,-145
Португалия,Тарасов Олег Денисович,Зенит,defender,20,7
Испания,Егоров Даниил Германович,Динамо,defender,45,9
Нидерланды,Калинин Александр Анатольевич,Динамо,defender,172,59
Англия,Попов Роман Георгиевич,Барселона,halfdefender,141,31
Бразилия,Жуков Валерий Егорович,ЦСКА,halfdefender,158,41
Россия,Шестаков Андрей Антонович,Ювентус,defender,46,41
Франция,Касаткин Григорий Аркадьевич,Бавария,halfdefender,68,3
Испания,Соколов Сергей Игоревич,Локомотив,attacker,72,37
Германия,Егоров Сергей Степанович,ЦСКА,attacker,74,10
Англия,Зайцев Валерий Дмитриевич,Бавария,goalkeeper,64,-47
Бразилия,Титов Дмитрий Константинович,Ливерпуль,halfdefender,121,5
Бразилия,Иванов Михаил Андреевич,Спартак,halfdefender,114,3
Испания,Семёнов Иван Антонович,Динамо,attacker,0,0
Германия,Смирнов Кирилл Кириллович,Барселона,defender,121,33
Россия,Фомин Сергей Романович,Бавария,defender,55,51
Англия,Кузнецов Антон Борисович,Локомотив,defender,116,37
Италия,Сергеев Валерий Эдуардович,Ливерпуль,halfdefender,65,24
Англия,Лазарев Никита Равильевич,Ливерпуль,halfdefender,99,23
Германия,Павлов Даниил Алексеевич,ПСЖ,goalkeeper,55,-47
Испания,Касаткин Константин Павлович,Динамо,goalkeeper,174,-43
Испания,Козлов Александр Викторович,Манчестер Сити,attacker,132,16
Германия,Беляев Пётр Равильевич,Арсенал,defender,63,31
Англия,Фролов Степан Фёдорович,Барселона,goalkeeper,12,-11
Россия,Егоров Станислав Евгеньевич,Арсенал,halfdefender,74,60
Нидерланды,Лазарев Григорий Кириллович,Реал Мадрид,halfdefender,121,81
Аргентина,Морозов Константин Тимофеевич,Бавария,goalkeeper,122,-26
Бразилия,Гаврилов Анатолий Егорович,Локомотив,attacker,2,0
Нидерланды,Фомин Александр Романович,Динамо,defender,159,22
Италия,Гордеев Анатолий Матвеевич,ПСЖ,attacker,113,85
Франция,Кузнецов Ярослав Арсеньевич,Локомотив,halfdefender,142,53
Бразилия,Тарасов Никита Рустамович,Барселона,attacker,28,18
Германия,Калинин Павел Фёдорович,Ливерпуль,defender,173,25
Испания,Мельников Пётр Дмитриевич,Ливерпуль,goalkeeper,148,-110
Португалия,Сидоров Валерий Витальевич,Арсенал,defender,117,87
Англия,Смирнов Константин Васильевич,Спартак,defender,45,25
Англия,Новиков Олег Дмитриевич,Бавария,defender,43,27
Бразилия,Иванов Матвей Васильевич,Манчестер Сити,halfdefender,60,17
