country,fullName,clubName,position,counterGames,counterGoals
Аргентина,Иванов Михаил Константинович,ЦСКА,halfdefender,80,61
Россия,Блинов Михаил Сергеевич,Ливерпуль,halfdefender,48,36
Италия,Попов Фёдор Вячеславович,Бавария,halfdefender,154,60
Италия,Андреев Иван Константинович,Динамо,attacker,135,69
Россия,Тарасов Кирилл Равильевич,Зенит,halfdefender,25,3
Нидерланды,Данилов Валерий Витальевич,Ливерпуль,halfdefender,95,57
Россия,Антонов Вадим Валерьевич,ЦСКА,goalkeeper,72,-42
Россия,Гусев Фёдор Ильич,Спартак,halfdefender,12,0
Бразилия,Петров Вадим Павлович,Локомотив,goalkeeper,51,-7
Германия,Лазарев Антон Петрович,Манчестер Сити,attacker,112,70
Англия,Макаров Константин Романович,Арсенал,halfdefender,51,25
Испания,Марков Денис Павлович,Ювентус,goalkeeper,147,-23
Нидерланды,Данилов Станислав Борисович,Реал Мадрид,attacker,165,79
Италия,Степанов Виктор Александрович,Динамо,halfdefender,63,50
Англия,Кудрявцев Ярослав Кириллович,Барселона,halfdefender,46,33
Бразилия,Касаткин Сергей Витальевич,Манчестер Сити,halfdefender,175,29
Италия,Захаров Антон Германович,Манчестер Сити,attacker,73,35
Россия,Попов Антон Эльдарович,Арсенал,attacker,84,59
Франция,Лебедев Матвей Евгеньевич,Барселона,attacker,144,19
Португалия,Кудрявцев Дмитрий Станиславович,ПСЖ,attacker,89,71
Германия,Филиппов Максим Данилович,Ливерпуль,goalkeeper,133,-60
Франция,Гаврилов Кирилл Владимирович,Барселона,attacker,38,6
Россия,Петров Григорий Рустамович,Барселона,halfdefender,63,16
Аргентина,Семёнов Даниил Тимофеевич,ПСЖ,goalkeeper,77,-14
Аргентина,Степанов Тихон Рустамович,Арсенал,attacker,147,50
Аргентина,Калинин Георгий Данилович,Локомотив,defender,39,9
Италия,Козлов Максим Андреевич,Ювентус,defender,114,47
Бразилия,Никитин Денис Олегович,Бавария,halfdefender,89,52
Аргентина,Савельев Станислав Маркович,ПСЖ,defender,127,58
Италия,Степанов Даниил Германович,Локомотив,defender,18,2
Германия,Михайлов Артём Ильич,Манчестер Сити,defender,52,15
Англия,Гаврилов Пётр Максимович,Динамо,halfdefender,132,36
Германия,Калинин Степан Васильевич,Ливерпуль,defender,88,17
Испания,Титов Денис Кириллович,Локомотив,goalkeeper,171,-167
Германия,Савельев Олег Павлович,ЦСКА,attacker,45,35
Аргентина,Соловьёв Вячеслав Георгиевич,Зенит,defender,125,82
Италия,Рябов Степан Семёнович,Ювентус,halfdefender,105,11
Италия,Фёдоров Виктор Радмирович,ЦСКА,attacker,109,44
Франция,Антонов Дмитрий Вячеславович,Ювентус,halfdefender,69,31
Россия,Савельев Михаил Арсеньевич,Спартак,attacker,13,6
Франция,Андреев Вадим Равильевич,Ливерпуль,defender,164,40
Аргентина,Фёдоров Руслан Эльдарович,Барселона,defender,58,6
Италия,Новиков Иван Станиславович,Барселона,halfdefender,80,66
Англия,Кузнецов Иван Денисович,ПСЖ,halfdefender,62,19
Германия,Лазарев Тимофей Егорович,Ливерпуль,halfdefender,178,63
Англия,Соловьёв Егор Борисович,Барселона,halfdefender,78,13
Франция,Романов Егор Германович,Барселона,defender,144,76
Нидерланды,Михайлов Тимофей Фёдорович,Локомотив,attacker,26,2
Англия,Волков Степан Геннадьевич,Ювентус,defender,98,27
Нидерланды,Медведев Антон Андреевич,Локомотив,defender,127,37
Нидерланды,Жуков Владимир Борисович,Арсенал,defender,100,64
Бразилия,Лебедев Антон Германович,Зенит,attacker,110,64
Россия,Барсуков Вячеслав Павлович,Зенит,halfdefender,62,61
Нидерланды,Калинин Антон Антонович,Зенит,halfdefender,142,29
Россия,Смирнов Степан Аркадьевич,Бавария,defender,10,8
Португалия,Васильев Руслан Викторович,Зенит,goalkeeper,75,-43
Испания,Савельев Тимофей Игоревич,Манчестер Сити,halfdefender,139,59
Португалия,Сергеев Михаил Игоревич,Реал Мадрид,halfdefender,12,1
Испания,Иванов Руслан Матвеевич,Бавария,defender,142,51
Бразилия,Смирнов Андрей Витальевич,ПСЖ,defender,54,22
Нидерланды,Титов Даниил Валентинович,Ливерпуль,defender,24,2
Россия,Гусев Кирилл Семёнович,ПСЖ,goalkeeper,60,-1
Россия,Лебедев Тихон Егорович,Реал Мадрид,attacker,21,6
Бразилия,Борисов Егор Рустамович,Барселона,halfdefender,94,88
Россия,Фролов Александр Юрьевич,Динамо,attacker,143,22
Бразилия,Кудрявцев Владимир Равильевич,Ювентус,halfdefender,168,67
Россия,Козлов Михаил Олегович,Локомотив,halfdefender,89,9
Англия,Григорьев Константин Никитич,Зенит,halfdefender,144,29
Бразилия,Барсуков Виктор Рустамович,Барселона,defender,103,82
Нидерланды,Кондратьев Лев Аркадьевич,Динамо,halfdefender,67,49
Россия,Рябов Вадим Геннадьевич,Бавария,halfdefender,178,71
Франция,Макаров Александр Юрьевич,Манчестер Сити,attacker,121,24
Германия,Марков Ярослав Арсеньевич,Арсенал,defender,14,14
Италия,Захаров Михаил Евгеньевич,Локомотив,defender,146,9
Англия,Фёдоров Вадим Валерьевич,Ювентус,defender,176,6
Аргентина,Гаврилов Пётр Романович,Манчестер Сити,defender,12,11
Италия,Гордеев Максим Евгеньевич,Реал Мадрид,defender,81,22
Германия,Беляев Валерий Вадимович,Ювентус,attacker,141,70
Португалия,Николаев Антон Витальевич,Бавария,goalkeeper,135,-37
Франция,Калинин Лев Радмирович,Реал Мадрид,attacker,5,5
Германия,Сидоров Кирилл Павлович,Спартак,halfdefender,91,23
Италия,Романов Владимир Борисович,Манчестер Сити,halfdefender,98,3
Аргентина,Куликов Руслан Евгеньевич,Реал Мадрид,goalkeeper,78,-72
Португалия,Макаров Вадим Егорович,Бавария,attacker,157,78
Россия,Филиппов Илья Викторович,Ювентус,halfdefender,113,81
Португалия,Шестаков Тимофей Геннадьевич,Барселона,defender,149,1
Италия,Смирнов Дмитрий Георгиевич,Зенит,goalkeeper,170,-78
Испания,Фёдоров Илья Николаевич,ПСЖ,defender,41,15
Англия,Филиппов Руслан Геннадьевич,Зенит,defender,69,42
Россия,Петров Степан Егорович,Ювентус,attacker,21,18
Франция,Соловьёв Константин Дмитриевич,Спартак,defender,44,35
Англия,Кондратьев Степан Степанович,Арсенал,halfdefender,122,46
Франция,Лебедев Константин Петрович,Реал Мадрид,defender,87,3
Германия,Соколов Максим Данилович,Бавария,halfdefender,114,25
Бразилия,Калинин Юрий Матвеевич,Бавария,halfdefender,89,54
Италия,Кузнецов Тихон Вадимович,Локомотив,attacker,69,58
Германия,Козлов Даниил Константинович,Спартак,halfdefender,43,10
Бразилия,Кудрявцев Виктор Тимофеевич,ПСЖ,attacker,36,6
Нидерланды,Романов Андрей Маркович,Динамо,halfdefender,87,40
Англия,Волков Кирилл Иванович,Динамо,defender,32,12
Португалия,Яковлев Никита Николаевич,Ювентус,attacker,106,25
Англия,Соловьёв Вадим Русланович,Зенит,defender,142,72
Аргентина,Орлов Фёдор Тимофеевич,Локомотив,halfdefender,44,27
Испания,Новиков Руслан Григорьевич,Манчестер Сити,defender,145,43
Италия,Васильев Денис Олегович,Арсенал,goalkeeper,157,-88
Аргентина,Блинов Станислав Павлович,Ювентус,halfdefender,52,38
Нидерланды,Кузнецов Руслан Борисович,Динамо,defender,138,62
Аргентина,Филиппов Глеб Георгиевич,Зенит,attacker,149,45
Испания,Зайцев Даниил Валентинович,Ювентус,defender,51,13
Германия,Зайцев Виктор Геннадьевич,ЦСКА,attacker,85,22
Нидерланды,Кондратьев Анатолий Вадимович,Ювентус,goalkeeper,17,-6
Франция,Морозов Анатолий Максимович,Бавария,halfdefender,13,10
Испания,Петров Глеб Степанович,Ювентус,halfdefender,47,29
Бразилия,Соловьёв Даниил Тимофеевич,Динамо,attacker,90,9
Германия,Касаткин Анатолий Тарасович,Арсенал,goalkeeper,33,-2
Россия,Сергеев Лев Иванович,Бавария,attacker,92,39
Италия,Касаткин Григорий Матвеевич,Бавария,halfdefender,47,41
Аргентина,Соловьёв Руслан Андреевич,Манчестер Сити,defender,129,62
Португалия,Романов Антон Константинович,ЦСКА,goalkeeper,171,-64
Португалия,Тарасов Артём Павлович,Ливерпуль,attacker,112,79
Испания,Фёдоров Валерий Евгеньевич,ПСЖ,defender,110,44
Россия,Козлов Вячеслав Александрович,Ювентус,goalkeeper,40,-39
Португалия,Романов Степан Борисович,ПСЖ,defender,71,24
Бразилия,Сидоров Григорий Петрович,Динамо,attacker,126,16
Нидерланды,Кузнецов Максим Семёнович,Бавария,goalkeeper,111,-54
Португалия,Новиков Владимир Васильевич,Динамо,attacker,75,55
Нидерланды,Сидоров Михаил Денисович,Локомотив,halfdefender,111,45
Аргентина,Фёдоров Анатолий Романович,Зенит,defender,85,41
Испания,Титов Фёдор Олегович,Локомотив,attacker,42,22
Испания,Яковлев Егор Русланович,Спартак,defender,18,8
Аргентина,Блинов Матвей Иванович,Бавария,defender,81,3
Аргентина,Борисов Роман Леонидович,Спартак,attacker,28,22
Италия,Павлов Вадим Дмитриевич,Динамо,goalkeeper,44,-21
Россия,Титов Олег Константинович,Манчестер Сити,halfdefender,168,53
Нидерланды,Яковлев Степан Анатольевич,Зенит,attacker,17,17
Бразилия,Сидоров Тихон Эльдарович,ПСЖ,halfdefender,40,38
Италия,Титов Егор Романович,Бавария,attacker,112,88
Нидерланды,Медведев Григорий Радмирович,Спартак,halfdefender,146,40
Франция,Попов Константин Равильевич,Динамо,defender,173,84
Россия,Степанов Фёдор Фёдорович,ЦСКА,halfdefender,57,50
Аргентина,Тарасов Руслан Станиславович,Зенит,halfdefender,106,33
Германия,Куликов Андрей Александрович,ЦСКА,attacker,101,84
Испания,Савельев Олег Кириллович,Ливерпуль,attacker,145,87
Италия,Куликов Антон Витальевич,Динамо,halfdefender,144,89
Испания,Мельников Иван Ильич,Барселона,halfdefender,68,41
Италия,Блинов Пётр Максимович,Зенит,defender,159,78
Англия,Павлов Александр Рустамович,Манчестер Сити,defender,30,21
Аргентина,Андреев Тимофей Никитич,Ювентус,attacker,41,34
Россия,Смирнов Дмитрий Тарасович,Манчестер Сити,defender,177,71
Германия,Зайцев Михаил Ильич,Спартак,halfdefender,13,13
Нидерланды,Фомин Ярослав Павлович,Арсенал,attacker,86,3
Германия,Мельников Владимир Ильич,Локомотив,attacker,50,37
Италия,Никитин Павел Кириллович,Манчестер Сити,defender,58,36
Италия,Смирнов Роман Тимофеевич,Бавария,halfdefender,154,62
Англия,Семёнов Михаил Рустамович,Манчестер Сити,halfdefender,85,76
Россия,Гаврилов Ярослав Николаевич,Арсенал,halfdefender,84,30
Франция,Алексеев Лев Викторович,Бавария,goalkeeper,4,-4
Бразилия,Тарасов Олег Юрьевич,Зенит,halfdefender,113,85
Франция,Яковлев Виктор Германович,Зенит,halfdefender,97,38
Португалия,Иванов Максим Сергеевич,ПСЖ,defender,89,76
Италия,Титов Валерий Павлович,Зенит,attacker,70,37
Нидерланды,Семёнов Кирилл Павлович,Манчестер Сити,defender,74,42
Италия,Гордеев Андрей Константинович,Бавария,halfdefender,36,30
Франция,Фёдоров Станислав Константинович,Ливерпуль,halfdefender,125,84
Италия,Орлов Антон Валентинович,Зенит,attacker,73,56
Италия,Соколов Валерий Вадимович,Реал Мадрид,halfdefender,172,20
Россия,Гордеев Иван Денисович,Реал Мадрид,halfdefender,146,59
Россия,Николаев Кирилл Арсеньевич,Реал Мадрид,halfdefender,9,2
Франция,Кудрявцев Дмитрий Равильевич,Динамо,attacker,66,14
Италия,Кудрявцев Станислав Маркович,Барселона,halfdefender,96,71
Португалия,Новиков Артём Никитич,Ливерпуль,defender,145,18
Франция,Савельев Лев Ильич,Зенит,halfdefender,104,63
Бразилия,Козлов Тихон Ярославович,Манчестер Сити,halfdefender,40,24
Италия,Волков Олег Эльдарович,Зенит,halfdefender,73,28
Россия,Марков Вадим Андреевич,Ювентус,defender,116,50
Россия,Морозов Анатолий Тарасович,Арсенал,halfdefender,29,27
Россия,Михайлов Роман Алексеевич,Динамо,defender,48,40
Франция,Петров Тимофей Григорьевич,Ливерпуль,defender,39,36
Франция,Куликов Олег Антонович,Локомотив,attacker,66,11
Аргентина,Лазарев Андрей Матвеевич,Локомотив,defender,76,18
Нидерланды,Гордеев Арсений Эдуардович,Ювентус,defender,92,24
Россия,Блинов Кирилл Витальевич,Реал Мадрид,halfdefender,138,41
Россия,Яковлев Антон Радмирович,Барселона,attacker,34,15
Португалия,Соколов Максим Валерьевич,Барселона,halfdefender,136,70
Нидерланды,Беляев Константин Тарасович,Манчестер Сити,defender,58,7
Германия,Гордеев Денис Эльдарович,Барселона,halfdefender,61,8
Бразилия,Смирнов Пётр Тимофеевич,Бавария,attacker,112,75
Испания,Петров Станислав Викторович,Динамо,defender,114,57
Россия,Семёнов Егор Эдуардович,Зенит,attacker,80,52
Аргентина,Морозов Дмитрий Фёдорович,Локомотив,defender,166,37
Нидерланды,Калинин Сергей Радмирович,Арсенал,attacker,22,0
Испания,Марков Илья Павлович,Зенит,attacker,154,29
Германия,Рябов Арсений Викторович,Бавария,defender,7,1
Португалия,Захаров Андрей Сергеевич,Локомотив,halfdefender,101,90
Франция,Филиппов Лев Фёдорович,Динамо,defender,48,1
Россия,Макаров Глеб Максимович,Бавария,halfdefender,33,15
Бразилия,Фролов Виктор Викторович,ПСЖ,halfdefender,88,46
Бразилия,Николаев Степан Витальевич,Ливерпуль,goalkeeper,146,-105
Англия,Павлов Илья Георгиевич,ЦСКА,goalkeeper,81,-79
Аргентина,Шестаков Кирилл Иванович,Реал Мадрид,attacker,60,58
Аргентина,Куликов Анатолий Олегович,Барселона,halfdefender,66,19
Германия,Морозов Станислав Матвеевич,Реал Мадрид,defender,70,5
Россия,Попов Руслан Антонович,ПСЖ,attacker,59,18
Португалия,Новиков Станислав Леонидович,Ливерпуль,defender,152,73
Испания,Николаев Артём Маркович,Ювентус,halfdefender,157,60
Англия,Волков Олег Михайлович,Ювентус,attacker,133,48
Португалия,Кузнецов Лев Данилович,ЦСКА,defender,145,42
Бразилия,Гордеев Тимофей Владимирович,ЦСКА,halfdefender,165,67
Нидерланды,Титов Дмитрий Маркович,Манчестер Сити,goalkeeper,144,-132
Нидерланды,Яковлев Максим Васильевич,Динамо,defender,8,8
Нидерланды,Степанов Вадим Анатольевич,Ливерпуль,halfdefender,64,45
Бразилия,Данилов Валерий Эльдарович,Арсенал,attacker,109,10
Испания,Борисов Григорий Владимирович,ПСЖ,attacker,61,56
Англия,Михайлов Вадим Игоревич,Бавария,attacker,72,34
Нидерланды,Лазарев Антон Вадимович,Манчестер Сити,attacker,28,2
Португалия,Михайлов Константин Михайлович,ПСЖ,defender,65,44
Россия,Медведев Даниил Тарасович,Манчестер Сити,attacker,59,8
Англия,Барсуков Степан Юрьевич,Барселона,attacker,163,21
Англия,Марков Арсений Леонидович,Зенит,attacker,128,49
Бразилия,Смирнов Антон Михайлович,Ювентус,attacker,78,40
Италия,Антонов Юрий Валентинович,Динамо,halfdefender,6,6
Испания,Васильев Пётр Валентинович,Арсенал,attacker,94,86
Аргентина,Борисов Виктор Эдуардович,Барселона,attacker,4,4
Испания,Кудрявцев Тихон Геннадьевич,Арсенал,halfdefender,150,21
Англия,Кудрявцев Виктор Валерьевич,ПСЖ,halfdefender,155,44
Россия,Гусев Денис Игоревич,Реал Мадрид,halfdefender,4,1
Португалия,Орлов Максим Петрович,Спартак,halfdefender,120,13
Нидерланды,Медведев Станислав Андреевич,Ливерпуль,halfdefender,91,77
Германия,Савельев Максим Константинович,Бавария,halfdefender,134,54
Россия,Сергеев Егор Вячеславович,ПСЖ,halfdefender,103,3
Португалия,Рябов Георгий Валерьевич,Манчестер Сити,halfdefender,8,6
Англия,Попов Андрей Петрович,Реал Мадрид,defender,46,32
Аргентина,Павлов Андрей Германович,Барселона,halfdefender,94,63
Франция,Новиков Максим Владимирович,Зенит,defender,74,69
Германия,Морозов Иван Константинович,Ливерпуль,halfdefender,75,36
Россия,Лазарев Роман Игоревич,Зенит,defender,51,47
Португалия,Романов Егор Матвеевич,Манчестер Сити,halfdefender,121,39
Россия,Смирнов Максим Петрович,Бавария,halfdefender,105,5
Франция,Савельев Анатолий Ильич,Манчестер Сити,halfdefender,56,33
Германия,Мельников Вячеслав Геннадьевич,Реал Мадрид,defender,147,35
Нидерланды,Смирнов Лев Семёнович,Ювентус,defender,178,8
Англия,Сергеев Илья Вадимович,Ливерпуль,defender,91,36
Аргентина,Рябов Александр Евгеньевич,Манчестер Сити,halfdefender,72,44
Англия,Калинин Денис Викторович,Ювентус,halfdefender,148,20
Италия,Павлов Константин Леонидович,Локомотив,halfdefender,2,2
Бразилия,Васильев Юрий Семёнович,ПСЖ,goalkeeper,180,-62
Португалия,Калинин Юрий Данилович,Ювентус,attacker,135,68
Россия,Мельников Глеб Степанович,Арсенал,defender,139,73
Аргентина,Васильев Георгий Анатольевич,Барселона,defender,80,20
Португалия,Фёдоров Антон Николаевич,Бавария,attacker,176,15
Англия,Сергеев Фёдор Денисович,Спартак,attacker,10,6
Португалия,Тарасов Александр Михайлович,Манчестер Сити,halfdefender,131,19
Италия,Сергеев Станислав Романович,Зенит,halfdefender,36,9
Италия,Григорьев Михаил Данилович,Ювентус,halfdefender,66,18
Германия,Никитин Арсений Валерьевич,ПСЖ,halfdefender,48,30
Франция,Фролов Константин Иванович,Спартак,halfdefender,173,85
Германия,Блинов Иван Денисович,Бавария,goalkeeper,116,-108
Бразилия,Алексеев Александр Маркович,Арсенал,defender,31,19
Германия,Куликов Дмитрий Викторович,Спартак,attacker,136,76
Португалия,Савельев Пётр Алексеевич,Барселона,defender,71,57
Италия,Новиков Олег Данилович,Арсенал,defender,164,71
Аргентина,Гордеев Арсений Иванович,Арсенал,attacker,176,27
Россия,Соколов Егор Романович,Арсенал,halfdefender,107,60
Бразилия,Романов Константин Матвеевич,Динамо,defender,138,1
Франция,Гаврилов Григорий Русланович,Локомотив,halfdefender,54,5
Англия,Фёдоров Ярослав Григорьевич,Ливерпуль,attacker,170,75
Бразилия,Смирнов Виктор Фёдорович,Зенит,halfdefender,81,72
Германия,Семёнов Антон Семёнович,Ливерпуль,defender,90,86
Франция,Егоров Артём Данилович,Ливерпуль,defender,30,0
Бразилия,Беляев Ярослав Витальевич,Динамо,goalkeeper,127,-75
Германия,Григорьев Егор Никитич,Динамо,halfdefender,90,75
Италия,Орлов Кирилл Геннадьевич,Барселона,goalkeeper,15,-5
Италия,Новиков Роман Константинович,ПСЖ,goalkeeper,58,-52
Аргентина,Кондратьев Дмитрий Равильевич,Спартак,halfdefender,83,78
Франция,Воробьёв Виктор Станиславович,Барселона,attacker,78,76
Италия,Филиппов Пётр Александрович,Локомотив,goalkeeper,99,-99
Италия,Шестаков Никита Равильевич,Барселона,attacker,81,36
Россия,Антонов Георгий Фёдорович,Зенит,halfdefender,153,34
Англия,Гордеев Павел Ильич,Локомотив,halfdefender,169,6
Испания,Гусев Руслан Рустамович,ПСЖ,goalkeeper,173,-133
Аргентина,Зайцев Тихон Егорович,Ливерпуль,goalkeeper,55,-41
Россия,Никитин Максим Кириллович,Зенит,halfdefender,96,31
Испания,Гаврилов Георгий Романович,Арсенал,halfdefender,144,77
Франция,Захаров Тимофей Петрович,ПСЖ,defender,142,89
Германия,Лазарев Антон Олегович,Манчестер Сити,halfdefender,42,15
Германия,Орлов Пётр Владимирович,Спартак,halfdefender,70,24
Италия,Морозов Руслан Данилович,Ювентус,halfdefender,79,54
Аргентина,Попов Кирилл Степанович,Бавария,defender,2,2
Италия,Кузнецов Лев Григорьевич,Барселона,attacker,40,15
Россия,Кудрявцев Антон Леонидович,Арсенал,halfdefender,139,38
Италия,Савельев Артём Вадимович,Барселона,attacker,82,12
Италия,Павлов Станислав Ярославович,Динамо,halfdefender,113,48
Англия,Григорьев Григорий Андреевич,Спартак,halfdefender,161,59
Англия,Макаров Кирилл Антонович,Арсенал,attacker,7,3
Англия,Соколов Григорий Евгеньевич,Динамо,attacker,41,28
Россия,Антонов Павел Григорьевич,Реал Мадрид,goalkeeper,143,0
Португалия,Макаров Артём Максимович,Локомотив,halfdefender,97,38
Италия,Иванов Вячеслав Евгеньевич,ПСЖ,attacker,75,35
Германия,Волков Анатолий Арсеньевич,ЦСКА,defender,123,72
Италия,Блинов Арсений Андреевич,Зенит,goalkeeper,88,-25
Испания,Мельников Степан Семёнович,Манчестер Сити,goalkeeper,153,-121
Испания,Гусев Юрий Тимофеевич,ЦСКА,attacker,120,42
Аргентина,Лебедев Фёдор Григорьевич,Локомотив,goalkeeper,71,-56
Франция,Зайцев Роман Рустамович,Арсенал,attacker,63,12
Испания,Михайлов Сергей Георгиевич,Арсенал,defender,148,32
Италия,Лебедев Лев Никитич,Ливерпуль,halfdefender,65,49
Россия,Егоров Максим Вячеславович,ЦСКА,goalkeeper,135,-9
Аргентина,Гусев Илья Александрович,Ливерпуль,attacker,179,50
Россия,Касаткин Георгий Дмитриевич,Зенит,defender,37,7
Франция,Никитин Вадим Ярославович,Динамо,defender,72,3
Аргентина,Савельев Григорий Викторович,Бавария,defender,53,12
Россия,Титов Иван Иванович,Бавария,defender,23,17
Россия,Медведев Кирилл Семёнович,Бавария,defender,92,11
Аргентина,Медведев Валерий Максимович,Реал Мадрид,defender,53,7
Португалия,Лебедев Станислав Константинович,Реал Мадрид,halfdefender,120,62
Аргентина,Захаров Григорий Степанович,Спартак,defender,144,48
Германия,Павлов Олег Павлович,ЦСКА,defender,152,19
Испания,Егоров Фёдор Денисович,Динамо,attacker,142,4
Англия,Григорьев Михаил Станиславович,ЦСКА,defender,74,56
Нидерланды,Павлов Руслан Равильевич,Спартак,defender,29,13
Бразилия,Макаров Владимир Романович,Спартак,halfdefender,112,24
Россия,Иванов Андрей Евгеньевич,Манчестер Сити,attacker,84,10
Нидерланды,Шестаков Илья Евгеньевич,Ливерпуль,defender,126,79
Нидерланды,Гаврилов Вячеслав Андреевич,ПСЖ,halfdefender,44,31
Бразилия,Григорьев Кирилл Николаевич,Спартак,halfdefender,161,31
Бразилия,Григорьев Кирилл Матвеевич,Реал Мадрид,halfdefender,25,8
Нидерланды,Гусев Георгий Витальевич,Барселона,halfdefender,5,5
Англия,Зайцев Александр Эльдарович,Арсенал,halfdefender,73,0
Россия,Алексеев Тимофей Вячеславович,Арсенал,goalkeeper,81,-18
Аргентина,Николаев Кирилл Арсеньевич,Бавария,attacker,173,18
Бразилия,Петров Владимир Геннадьевич,Реал Мадрид,halfdefender,159,65
Германия,Тарасов Сергей Степанович,Динамо,halfdefender,136,5
Бразилия,Борисов Лев Ильич,ПСЖ,defender,79,21
Бразилия,Кузнецов Максим Владимирович,Ювентус,defender,131,87
Нидерланды,Васильев Вячеслав Игоревич,Манчестер Сити,attacker,22,10
Англия,Блинов Пётр Григорьевич,Ливерпуль,halfdefender,56,11
Россия,Жуков Фёдор Дмитриевич,ПСЖ,defender,51,23
Аргентина,Зайцев Пётр Семёнович,Локомотив,goalkeeper,89,-82
Франция,Жуков Максим Тарасович,Спартак,attacker,2,1
Италия,Попов Константин Никитич,Арсенал,attacker,180,87
Германия,Медведев Михаил Алексеевич,Манчестер Сити,attacker,97,28
Нидерланды,Орлов Сергей Леонидович,Ливерпуль,defender,120,40
Португалия,Михайлов Даниил Денисович,Барселона,defender,77,37
Португалия,Касаткин Владимир Германович,Спартак,halfdefender,100,53
Россия,Иванов Даниил Радмирович,Манчестер Сити,attacker,56,8
Германия,Соколов Глеб Петрович,Барселона,defender,38,15
Франция,Куликов Иван Ярославович,Бавария,defender,110,47
Италия,Смирнов Павел Михайлович,Ювентус,goalkeeper,128,-109
Германия,Попов Станислав Маркович,Локомотив,halfdefender,61,3
Португалия,Смирнов Антон Аркадьевич,Локомотив,goalkeeper,33,-21
Франция,Барсуков Руслан Равильевич,ПСЖ,attacker,58,13
Испания,Захаров Георгий Николаевич,Ливерпуль,attacker,95,7
Италия,Никитин Тимофей Вадимович,Барселона,defender,62,13
Аргентина,Рябов Виктор Валентинович,ЦСКА,defender,175,81
