country,fullName,clubName,position,counterGames,counterGoals
Нидерланды,Борисов Роман Матвеевич,Ювентус,halfdefender,119,56
Аргентина,Попов Павел Матвеевич,Ливерпуль,attacker,43,42
Нидерланды,Степанов Тимофей Германович,Реал Мадрид,goalkeeper,60,-43
Франция,Григорьев Юрий Равильевич,ЦСКА,goalkeeper,62,-62
Испания,Волков Константин Маркович,Бавария,defender,161,73
Бразилия,Касаткин Илья Рустамович,Локомотив,defender,176,0
Бразилия,Яковлев Александр Николаевич,Локомотив,defender,178,66
Франция,Сергеев Станислав Петрович,Спартак,halfdefender,118,85
Португалия,Соловьёв Станислав Константинович,Ливерпуль,attacker,156,64
Германия,Лазарев Фёдор Радмирович,Арсенал,attacker,115,33
Италия,Семёнов Глеб Константинович,Ливерпуль,attacker,124,80
Испания,Николаев Вячеслав Аркадьевич,Арсенал,defender,69,42
Германия,Фомин Роман Антонович,ЦСКА,defender,177,19
Бразилия,Смирнов Роман Радмирович,Барселона,defender,119,53
Бразилия,Петров Пётр Иванович,Барселона,attacker,149,89
Аргентина,Мельников Арсений Никитич,Зенит,attacker,76,49
Англия,Лебедев Глеб Кириллович,Ливерпуль,halfdefender,56,31
Аргентина,Блинов Ярослав Фёдорович,Зенит,defender,171,86
Германия,Петров Ярослав Павлович,Бавария,attacker,159,68
Нидерланды,Михайлов Тихон Васильевич,Манчестер Сити,goalkeeper,164,-109
Россия,Николаев Олег Ярославович,Динамо,defender,54,29
Бразилия,Калинин Кирилл Максимович,Динамо,halfdefender,107,32
Россия,Антонов Дмитрий Рустамович,Арсенал,halfdefender,89,28
Россия,Калинин Максим Романович,Ливерпуль,goalkeeper,63,-25
Германия,Беляев Роман Леонидович,Локомотив,defender,171,14
Италия,Фролов Михаил Рустамович,Ливерпуль,defender,155,77
Германия,Беляев Константин Игоревич,Динамо,goalkeeper,6,-2
Франция,Васильев Лев Равильевич,Спартак,halfdefender,160,31
Нидерланды,Андреев Вячеслав Кириллович,Ливерпуль,defender,144,5
Португалия,Мельников Арсений Эдуардович,Спартак,halfdefender,87,1
Аргентина,Касаткин Тихон Тимофеевич,Спартак,defender,92,81
Германия,Павлов Юрий Германович,Барселона,defender,133,83
Англия,Павлов Владимир Равильевич,Ливерпуль,halfdefender,111,75
Франция,Лазарев Тихон Олегович,Спартак,defender,115,31
Нидерланды,Мельников Владимир Васильевич,Манчестер Сити,defender,7,7
