country,fullName,clubName,position,counterGames,counterGoals
Англия,Сидоров Иван Вячеславович,Спартак,attacker,65,28
Аргентина,Гаврилов Станислав Юрьевич,Арсенал,halfdefender,21,10
Франция,Сергеев Никита Георгиевич,Реал Мадрид,attacker,24,8
Португалия,Гордеев Александр Равильевич,ЦСКА,halfdefender,20,5
Англия,Титов Юрий Арсеньевич,ЦСКА,halfdefender,165,71
Италия,Борисов Глеб Арсеньевич,Зенит,attacker,47,5
Италия,Жуков Егор Рустамович,Локомотив,halfdefender,126,79
Германия,Степанов Сергей Степанович,Локомотив,halfdefender,61,38
Аргентина,Шестаков Максим Кириллович,Ливерпуль,goalkeeper,48,-47
Германия,Борисов Артём Егорович,Динамо,attacker,124,24
Франция,Савельев Александр Витальевич,Барселона,halfdefender,45,11
Португалия,Медведев Кирилл Данилович,Ювентус,defender,76,34
Франция,Козлов Тихон Васильевич,Зенит,halfdefender,78,30
Германия,Козлов Юрий Юрьевич,ПСЖ,defender,117,37
Россия,Титов Григорий Игоревич,Динамо,attacker,168,8
Нидерланды,Тарасов Вячеслав Владимирович,ПСЖ,defender,96,49
Англия,Гордеев Матвей Геннадьевич,ПСЖ,defender,113,69
Бразилия,Соловьёв Иван Аркадьевич,Реал Мадрид,attacker,31,24
Бразилия,Блинов Олег Игоревич,Локомотив,defender,65,3
Англия,Кузнецов Александр Вячеславович,Динамо,attacker,50,16
Германия,Романов Сергей Георгиевич,Ювентус,defender,21,21
Нидерланды,Романов Тимофей Станиславович,Реал Мадрид,defender,12,4
Испания,Павлов Анатолий Тимофеевич,ПСЖ,attacker,47,25
Франция,Николаев Егор Георгиевич,ПСЖ,defender,41,10
Аргентина,Захаров Тимофей Владимирович,Спартак,defender,66,19
Германия,Гордеев Тихон Рустамович,Спартак,attacker,132,18
Италия,Лебедев Роман Арсеньевич,Зенит,attacker,174,71
Франция,Мельников Олег Егорович,Бавария,defender,65,1
Бразилия,Куликов Тимофей Павлович,Спартак,goalkeeper,84,-33
Германия,Кондратьев Андрей Рустамович,Локомотив,halfdefender,127,70
Россия,Лебедев Антон Равильевич,Арсенал,defender,145,40
Франция,Морозов Тихон Петрович,Локомотив,halfdefender,51,27
Нидерланды,Жуков Тимофей Кириллович,Локомотив,goalkeeper,104,-59
Россия,Волков Ярослав Викторович,Барселона,halfdefender,16,15
Россия,Григорьев Владимир Данилович,Локомотив,halfdefender,3,2
Нидерланды,Воробьёв Константин Романович,Арсенал,halfdefender,177,80
Франция,Романов Анатолий Константинович,Манчестер Сити,goalkeeper,55,-48
Аргентина,Андреев Артём Тарасович,Барселона,halfdefender,35,26
Англия,Титов Антон Радмирович,Реал Мадрид,halfdefender,27,24
Англия,Алексеев Александр Олегович,Барселона,defender,39,3
Италия,Макаров Тимофей Олегович,Арсенал,defender,95,78
Нидерланды,Васильев Иван Егорович,ПСЖ,attacker,34,15
Россия,Рябов Глеб Михайлович,ЦСКА,halfdefender,44,24
Испания,Николаев Тихон Равильевич,Ювентус,halfdefender,39,15
Англия,Лазарев Сергей Александрович,Арсенал,halfdefender,24,11
Англия,Титов Тихон Валентинович,Динамо,halfdefender,119,67
Португалия,Васильев Александр Иванович,ЦСКА,halfdefender,53,1
Аргентина,Беляев Никита Семёнович,Локомотив,halfdefender,135,86
Португалия,Семёнов Руслан Рустамович,Зенит,halfdefender,46,35
Аргентина,Воробьёв Пётр Денисович,Барселона,goalkeeper,127,-59
Англия,Медведев Никита Валерьевич,Локомотив,defender,116,17
Франция,Фролов Андрей Николаевич,Ливерпуль,defender,151,66
Аргентина,Антонов Руслан Николаевич,ЦСКА,defender,164,55
Бразилия,Захаров Даниил Николаевич,Манчестер Сити,goalkeeper,149,-109
Россия,Григорьев Андрей Германович,Зенит,halfdefender,26,6
Англия,Петров Олег Геннадьевич,Зенит,attacker,136,15
Аргентина,Андреев Руслан Александрович,Динамо,goalkeeper,168,-29
Италия,Соколов Сергей Егорович,Ювентус,halfdefender,114,23
Аргентина,Соловьёв Кирилл Тарасович,Зенит,attacker,177,4
Франция,Алексеев Денис Матвеевич,Реал Мадрид,defender,149,18
Испания,Куликов Илья Русланович,Динамо,attacker,163,87
Аргентина,Новиков Глеб Егорович,Локомотив,goalkeeper,129,-66
Германия,Макаров Иван Валентинович,Реал Мадрид,attacker,170,68
Бразилия,Савельев Константин Алексеевич,Барселона,halfdefender,81,23
Испания,Васильев Иван Арсеньевич,Барселона,halfdefender,174,8
Испания,Гордеев Константин Арсеньевич,Ливерпуль,attacker,7,2
Испания,Морозов Олег Станиславович,ПСЖ,attacker,4,0
Германия,Смирнов Константин Валерьевич,Арсенал,defender,57,8
Бразилия,Данилов Георгий Кириллович,Ливерпуль,halfdefender,18,7
Англия,Андреев Глеб Викторович,Манчестер Сити,halfdefender,90,31
Россия,Сергеев Лев Данилович,Динамо,attacker,45,3
Бразилия,Фролов Григорий Геннадьевич,Арсенал,attacker,12,5
Германия,Волков Юрий Алексеевич,ПСЖ,attacker,160,20
Англия,Егоров Арсений Максимович,Ливерпуль,attacker,58,50
Россия,Зайцев Кирилл Антонович,Ливерпуль,halfdefender,87,79
Нидерланды,Титов Егор Петрович,Реал Мадрид,defender,87,15
Аргентина,Жуков Глеб Степанович,Барселона,halfdefender,51,16
Аргентина,Никитин Андрей Анатольевич,Локомотив,halfdefender,147,52
Португалия,Соколов Глеб Вячеславович,Зенит,attacker,60,4
Аргентина,Кондратьев Артём Павлович,Бавария,halfdefender,35,6
Португалия,Егоров Антон Эдуардович,Динамо,attacker,145,5
Португалия,Попов Руслан Никитич,Реал Мадрид,defender,22,8
Англия,Фёдоров Павел Борисович,Бавария,halfdefender,154,49
Аргентина,Гаврилов Фёдор Германович,Барселона,halfdefender,67,31
Россия,Романов Фёдор Витальевич,ЦСКА,goalkeeper,78,-53
Россия,Алексеев Георгий Анатольевич,Арсенал,defender,148,74
Португалия,Лебедев Валерий Васильевич,Динамо,defender,30,3
Нидерланды,Николаев Глеб Александрович,Ливерпуль,defender,28,12
Англия,Мельников Артём Семёнович,ПСЖ,defender,45,32
Англия,Тарасов Арсений Олегович,Ювентус,defender,146,38
Нидерланды,Данилов Олег Игоревич,Реал Мадрид,defender,72,27
Португалия,Лазарев Виктор Матвеевич,Манчестер Сити,halfdefender,54,8
Россия,Попов Кирилл Антонович,Бавария,defender,90,50
Англия,Тарасов Матвей Эдуардович,Барселона,attacker,129,19
Германия,Никитин Андрей Маркович,Бавария,goalkeeper,93,-86
Испания,Петров Владимир Николаевич,Манчестер Сити,halfdefender,50,3
Франция,Макаров Тимофей Арсеньевич,Барселона,goalkeeper,142,-100
Франция,Блинов Ярослав Ильич,Локомотив,defender,150,59
Аргентина,Шестаков Григорий Рустамович,Зенит,defender,49,22
Англия,Мельников Даниил Вадимович,Реал Мадрид,attacker,177,6
Германия,Шестаков Роман Алексеевич,ЦСКА,goalkeeper,179,-91
Англия,Степанов Арсений Равильевич,ЦСКА,attacker,87,32
Германия,Тарасов Никита Михайлович,Бавария,attacker,113,20
Бразилия,Касаткин Иван Ильич,Зенит,defender,46,31
Португалия,Степанов Никита Георгиевич,Зенит,goalkeeper,117,-26
Англия,Зайцев Матвей Равильевич,Арсенал,attacker,168,78
Португалия,Рябов Тимофей Фёдорович,Спартак,halfdefender,141,84
Франция,Кудрявцев Глеб Алексеевич,Ювентус,halfdefender,47,14
Испания,Борисов Даниил Арсеньевич,Барселона,goalkeeper,145,-15
Италия,Андреев Тимофей Витальевич,Реал Мадрид,halfdefender,94,1
Франция,Филиппов Александр Станиславович,ЦСКА,attacker,60,24
Испания,Титов Арсений Денисович,ЦСКА,attacker,156,65
Португалия,Фёдоров Даниил Ильич,Бавария,halfdefender,126,75
Нидерланды,Макаров Вадим Валерьевич,ПСЖ,attacker,118,41
Англия,Романов Арсений Рустамович,Манчестер Сити,attacker,136,29
Россия,Блинов Руслан Вячеславович,Реал Мадрид,attacker,159,31
Франция,Гусев Роман Маркович,Спартак,halfdefender,169,48
Россия,Гаврилов Анатолий Михайлович,Реал Мадрид,attacker,49,21
Франция,Гусев Олег Николаевич,Зенит,defender,10,8
Англия,Яковлев Юрий Анатольевич,Реал Мадрид,attacker,162,65
Нидерланды,Кузнецов Сергей Олегович,Ювентус,defender,24,6
Италия,Блинов Илья Михайлович,Барселона,halfdefender,171,3
Англия,Рябов Виктор Георгиевич,Ливерпуль,halfdefender,106,33
Германия,Медведев Иван Романович,Бавария,attacker,140,85
Нидерланды,Сидоров Григорий Кириллович,ПСЖ,defender,79,36
Португалия,Фомин Юрий Ярославович,ПСЖ,attacker,157,49
Нидерланды,Гордеев Юрий Фёдорович,Манчестер Сити,attacker,112,70
Россия,Фёдоров Андрей Эдуардович,Динамо,defender,65,49
Бразилия,Марков Павел Маркович,Барселона,halfdefender,119,7
Испания,Калинин Валерий Николаевич,ПСЖ,attacker,76,46
Франция,Павлов Владимир Ильич,Спартак,halfdefender,8,2
Испания,Волков Олег Арсеньевич,Локомотив,attacker,144,36
Англия,Кузнецов Денис Андреевич,Локомотив,attacker,123,23
Франция,Рябов Станислав Антонович,Спартак,defender,112,8
Аргентина,Кузнецов Никита Антонович,Ливерпуль,attacker,54,10
Франция,Касаткин Ярослав Юрьевич,Локомотив,defender,168,27
Англия,Волков Станислав Романович,Бавария,defender,138,21
Россия,Яковлев Степан Равильевич,Манчестер Сити,defender,69,64
Бразилия,Фёдоров Константин Данилович,Локомотив,halfdefender,66,65
Нидерланды,Степанов Максим Анатольевич,Ливерпуль,halfdefender,148,20
Англия,Гусев Кирилл Сергеевич,ПСЖ,halfdefender,48,12
Бразилия,Семёнов Тихон Кириллович,ПСЖ,defender,1,0
Испания,Блинов Юрий Петрович,ПСЖ,halfdefender,134,6
Германия,Степанов Ярослав Маркович,Манчестер Сити,halfdefender,73,43
Испания,Савельев Пётр Борисович,Динамо,attacker,79,63
Португалия,Борисов Андрей Анатольевич,Ливерпуль,attacker,84,43
Нидерланды,Яковлев Станислав Григорьевич,Зенит,goalkeeper,126,-65
Бразилия,Данилов Илья Егорович,Реал Мадрид,halfdefender,165,8
Франция,Савельев Антон Фёдорович,Динамо,attacker,124,36
Португалия,Алексеев Руслан Егорович,Локомотив,defender,47,10
Нидерланды,Николаев Анатолий Равильевич,Динамо,defender,102,85
Бразилия,Петров Андрей Иванович,Спартак,attacker,107,0
Германия,Григорьев Михаил Анатольевич,Манчестер Сити,halfdefender,172,84
Франция,Калинин Вадим Ильич,Манчестер Сити,attacker,53,4
Франция,Барсуков Степан Рустамович,Локомотив,halfdefender,35,30
Испания,Тарасов Вадим Степанович,ЦСКА,attacker,79,10
Нидерланды,Новиков Роман Евгеньевич,Ливерпуль,defender,133,22
Англия,Тарасов Кирилл Вячеславович,Реал Мадрид,defender,35,34
Нидерланды,Антонов Георгий Константинович,Динамо,defender,161,21
Нидерланды,Сидоров Егор Максимович,Барселона,goalkeeper,180,-141
Нидерланды,Зайцев Тихон Матвеевич,Динамо,attacker,156,87
Бразилия,Шестаков Тимофей Матвеевич,Манчестер Сити,halfdefender,106,64
Италия,Гаврилов Владимир Иванович,ЦСКА,defender,28,3
Франция,Кузнецов Григорий Васильевич,Локомотив,defender,10,2
Португалия,Борисов Вадим Эльдарович,Реал Мадрид,halfdefender,72,7
Россия,Петров Александр Петрович,Арсенал,halfdefender,141,4
Испания,Филиппов Вячеслав Вячеславович,Зенит,goalkeeper,28,-28
Россия,Григорьев Артём Аркадьевич,ПСЖ,attacker,77,64
Англия,Жуков Руслан Васильевич,Ювентус,halfdefender,146,33
Франция,Филиппов Григорий Павлович,Локомотив,attacker,85,10
Аргентина,Петров Даниил Маркович,Спартак,goalkeeper,175,-113
Аргентина,Захаров Владимир Кириллович,Локомотив,halfdefender,30,18
Португалия,Зайцев Руслан Олегович,Ливерпуль,attacker,40,18
Франция,Сергеев Лев Эдуардович,Динамо,attacker,85,49
Бразилия,Новиков Фёдор Романович,Ювентус,halfdefender,113,0
Португалия,Лазарев Руслан Денисович,Локомотив,attacker,78,10
Испания,Сергеев Глеб Никитич,Реал Мадрид,goalkeeper,51,-49
Франция,Смирнов Лев Вадимович,ЦСКА,halfdefender,163,4
Нидерланды,Васильев Денис Кириллович,Бавария,attacker,133,38
Франция,Захаров Тихон Германович,Арсенал,defender,93,80
Германия,Гусев Анатолий Степанович,Динамо,attacker,73,4
Италия,Петров Денис Олегович,Локомотив,goalkeeper,74,-43
Бразилия,Савельев Матвей Станиславович,Арсенал,attacker,70,53
Испания,Лазарев Станислав Егорович,Ювентус,goalkeeper,166,-137
Испания,Борисов Георгий Никитич,ПСЖ,halfdefender,51,36
Англия,Савельев Виктор Германович,Арсенал,halfdefender,39,15
Англия,Соловьёв Павел Игоревич,Бавария,halfdefender,102,47
Германия,Титов Сергей Ильич,ЦСКА,defender,91,69
Португалия,Блинов Александр Петрович,Барселона,defender,42,25
Россия,Павлов Константин Иванович,Барселона,halfdefender,83,4
Франция,Козлов Михаил Никитич,Барселона,defender,6,0
Нидерланды,Антонов Ярослав Геннадьевич,Арсенал,goalkeeper,105,-80
Португалия,Соловьёв Никита Сергеевич,Барселона,defender,87,87
Англия,Егоров Сергей Евгеньевич,ЦСКА,defender,180,3
Россия,Мельников Юрий Арсеньевич,Арсенал,halfdefender,124,30
Италия,Романов Станислав Михайлович,Манчестер Сити,halfdefender,18,13
Бразилия,Беляев Тихон Витальевич,Реал Мадрид,halfdefender,49,40
Бразилия,Павлов Станислав Тимофеевич,Бавария,defender,63,49
Бразилия,Лебедев Глеб Анатольевич,Барселона,goalkeeper,0,0
Испания,Блинов Пётр Александрович,Бавария,defender,61,27
Италия,Макаров Владимир Радмирович,Бавария,attacker,83,20
Португалия,Касаткин Сергей Ильич,Ливерпуль,attacker,59,21
Россия,Смирнов Григорий Васильевич,Ливерпуль,halfdefender,73,70
Бразилия,Смирнов Егор Григорьевич,Спартак,defender,28,1
Нидерланды,Мельников Константин Матвеевич,Ливерпуль,defender,133,87
Испания,Сергеев Пётр Владимирович,Локомотив,attacker,80,54
Франция,Романов Дмитрий Викторович,Динамо,defender,30,4
Англия,Алексеев Сергей Геннадьевич,Барселона,halfdefender,108,86
Россия,Сергеев Никита Александрович,Барселона,halfdefender,72,66
Бразилия,Зайцев Никита Валентинович,Ливерпуль,defender,46,16
Германия,Соловьёв Глеб Борисович,Бавария,defender,143,49
Италия,Петров Андрей Александрович,Динамо,halfdefender,127,7
Бразилия,Антонов Никита Константинович,Зенит,goalkeeper,107,-96
Италия,Блинов Тихон Константинович,Бавария,attacker,81,52
Испания,Егоров Александр Ярославович,Ювентус,halfdefender,141,28
Россия,Тарасов Георгий Русланович,Ювентус,attacker,14,10
Россия,Беляев Тихон Вячеславович,Манчестер Сити,halfdefender,35,2
Португалия,Кузнецов Арсений Константинович,Бавария,defender,114,47
Англия,Романов Пётр Михайлович,Динамо,defender,83,1
Англия,Тарасов Андрей Константинович,Манчестер Сити,defender,119,14
Испания,Морозов Денис Тарасович,Локомотив,defender,162,35
Аргентина,Павлов Юрий Фёдорович,Локомотив,attacker,116,40
Англия,Макаров Тимофей Андреевич,ЦСКА,attacker,178,57
Англия,Романов Павел Матвеевич,Зенит,defender,123,23
Германия,Кондратьев Степан Тарасович,Манчестер Сити,halfdefender,167,81
Португалия,Кудрявцев Кирилл Тарасович,Бавария,halfdefender,50,47
Франция,Тарасов Артём Андреевич,Барселона,halfdefender,61,20
Англия,Смирнов Степан Дмитриевич,ПСЖ,defender,12,9
Англия,Калинин Михаил Вячеславович,Бавария,halfdefender,94,16
Германия,Михайлов Фёдор Борисович,Зенит,goalkeeper,64,-16
Португалия,Захаров Ярослав Викторович,Реал Мадрид,attacker,105,77
Франция,Михайлов Арсений Семёнович,Барселона,defender,178,72
Германия,Жуков Матвей Константинович,Манчестер Сити,halfdefender,59,51
Россия,Петров Даниил Сергеевич,Ливерпуль,defender,166,87
Россия,Блинов Матвей Евгеньевич,Локомотив,defender,164,88
Бразилия,Андреев Никита Аркадьевич,Реал Мадрид,attacker,28,13
Португалия,Васильев Лев Николаевич,Барселона,goalkeeper,129,-50
Италия,Степанов Глеб Тарасович,ПСЖ,defender,88,82
Бразилия,Зайцев Егор Георгиевич,Зенит,defender,154,38
Испания,Лазарев Олег Вадимович,Реал Мадрид,defender,123,67
Португалия,Козлов Ярослав Семёнович,Спартак,goalkeeper,178,-87
Испания,Гаврилов Максим Петрович,Арсенал,halfdefender,30,19
Аргентина,Фёдоров Ярослав Олегович,ПСЖ,halfdefender,139,19
Нидерланды,Алексеев Фёдор Александрович,Реал Мадрид,defender,103,68
Аргентина,Николаев Дмитрий Павлович,Локомотив,halfdefender,22,17
Россия,Никитин Станислав Семёнович,Спартак,defender,25,15
Германия,Сергеев Владимир Кириллович,Ювентус,defender,78,1
Аргентина,Соколов Павел Русланович,ЦСКА,attacker,6,4
Италия,Титов Дмитрий Борисович,ПСЖ,halfdefender,13,6
Россия,Васильев Лев Борисович,Ювентус,attacker,163,69
Аргентина,Алексеев Тихон Дмитриевич,Ливерпуль,halfdefender,160,41
Франция,Иванов Кирилл Геннадьевич,ЦСКА,defender,29,5
Нидерланды,Кудрявцев Вадим Равильевич,Бавария,defender,77,66
Германия,Медведев Сергей Германович,Динамо,attacker,81,55
Испания,Смирнов Антон Сергеевич,Ювентус,halfdefender,45,23
Англия,Воробьёв Лев Павлович,Локомотив,goalkeeper,1,0
Италия,Калинин Максим Эльдарович,Манчестер Сити,halfdefender,26,21
Франция,Семёнов Константин Ильич,ПСЖ,halfdefender,166,30
Португалия,Степанов Сергей Олегович,Реал Мадрид,halfdefender,114,32
Германия,Гусев Валерий Ярославович,Манчестер Сити,defender,59,34
Россия,Воробьёв Владимир Русланович,Арсенал,attacker,38,35
Россия,Шестаков Пётр Антонович,Бавария,attacker,21,0
Италия,Лебедев Михаил Тимофеевич,Локомотив,halfdefender,174,26
Испания,Тарасов Глеб Эльдарович,Ливерпуль,defender,131,66
Германия,Фролов Павел Арсеньевич,Динамо,defender,100,53
Испания,Морозов Георгий Маркович,Зенит,defender,141,77
Португалия,Иванов Сергей Андреевич,ПСЖ,defender,82,55
Португалия,Зайцев Лев Равильевич,Ювентус,attacker,10,1
Аргентина,Данилов Станислав Фёдорович,Барселона,defender,99,32
Италия,Фролов Ярослав Тарасович,Ювентус,defender,58,15
Португалия,Николаев Пётр Русланович,Бавария,halfdefender,115,59
Франция,Кудрявцев Георгий Георгиевич,Реал Мадрид,goalkeeper,80,-5
Испания,Барсуков Руслан Максимович,Спартак,halfdefender,151,49
Англия,Тарасов Станислав Николаевич,ПСЖ,defender,115,45
Испания,Барсуков Вячеслав Романович,Манчестер Сити,defender,69,12
Аргентина,Андреев Александр Григорьевич,ЦСКА,halfdefender,39,35
