country,fullName,clubName,position,counterGames,counterGoals
Англия,Лазарев Андрей Максимович,Бавария,halfdefender,33,14
Россия,Данилов Иван Антонович,Зенит,halfdefender,58,13
Нидерланды,Фролов Александр Равильевич,Барселона,defender,92,36
Нидерланды,Никитин Арсений Русланович,ЦСКА,defender,167,71
Нидерланды,Куликов Даниил Данилович,ЦСКА,halfdefender,16,12
Нидерланды,Фёдоров Кирилл Эдуардович,Спартак,attacker,176,83
Аргентина,Степанов Юрий Степанович,Ливерпуль,goalkeeper,12,-3
Испания,Попов Тимофей Степанович,Ливерпуль,goalkeeper,66,-4
Германия,Иванов Александр Максимович,Зенит,halfdefender,30,1
Португалия,Михайлов Олег Геннадьевич,Ювентус,defender,110,32
Франция,Барсуков Матвей Германович,Ювентус,halfdefender,86,83
Аргентина,Куликов Даниил Семёнович,Ливерпуль,halfdefender,38,34
Франция,Фёдоров Кирилл Эльдарович,ПСЖ,defender,104,31
Франция,Беляев Степан Равильевич,Арсенал,attacker,116,39
Нидерланды,Степанов Роман Данилович,Ливерпуль,halfdefender,159,16
Бразилия,Алексеев Тимофей Эдуардович,Спартак,defender,96,27
Бразилия,Гусев Вячеслав Юрьевич,Арсенал,attacker,42,5
Бразилия,Тарасов Егор Григорьевич,Арсенал,halfdefender,141,3
Франция,Степанов Виктор Никитич,Барселона,attacker,119,90
Италия,Филиппов Егор Семёнович,Зенит,halfdefender,87,86
Англия,Козлов Максим Эдуардович,Спартак,attacker,133,66
Нидерланды,Сергеев Никита Юрьевич,Манчестер Сити,halfdefender,59,57
Испания,Сидоров Илья Эдуардович,Барселона,defender,24,1
Россия,Павлов Вячеслав Иванович,Ювентус,attacker,59,41
Франция,Степанов Антон Анатольевич,Бавария,attacker,155,55
Германия,Смирнов Андрей Геннадьевич,ПСЖ,defender,144,11
Нидерланды,Куликов Егор Аркадьевич,Манчестер Сити,halfdefender,26,25
Франция,Козлов Дмитрий Степанович,Бавария,attacker,85,24
Англия,Гусев Даниил Григорьевич,Арсенал,attacker,129,21
Нидерланды,Медведев Дмитрий Михайлович,Динамо,defender,121,69
Франция,Савельев Матвей Германович,Бавария,defender,119,1
Испания,Титов Кирилл Данилович,Ювентус,attacker,136,58
Россия,Жуков Матвей Михайлович,Барселона,attacker,101,27
Бразилия,Яковлев Пётр Вячеславович,Барселона,halfdefender,170,42
Португалия,Фомин Артём Валерьевич,Арсенал,goalkeeper,167,-41
Португалия,Барсуков Станислав Ярославович,ПСЖ,halfdefender,24,24
Германия,Егоров Тихон Никитич,Спартак,defender,78,30
Бразилия,Медведев Кирилл Евгеньевич,Ливерпуль,defender,112,56
Нидерланды,Гордеев Максим Георгиевич,Манчестер Сити,attacker,40,34
Аргентина,Михайлов Фёдор Андреевич,Бавария,halfdefender,142,23
Германия,Петров Степан Семёнович,Реал Мадрид,defender,92,78
Испания,Сидоров Матвей Владимирович,ЦСКА,halfdefender,56,47
Англия,Васильев Михаил Антонович,Барселона,halfdefender,86,31
Нидерланды,Марков Егор Радмирович,Манчестер Сити,defender,82,58
Нидерланды,Марков Тихон Никитич,Локомотив,defender,115,11
Германия,Орлов Валерий Равильевич,Локомотив,defender,126,61
Франция,Фролов Владимир Антонович,Бавария,halfdefender,75,56
Англия,Филиппов Матвей Викторович,Барселона,halfdefender,111,66
Португалия,Михайлов Константин Денисович,ЦСКА,defender,110,41
Германия,Павлов Матвей Рустамович,Барселона,goalkeeper,75,-2
Бразилия,Сергеев Сергей Рустамович,Арсенал,halfdefender,102,16
Аргентина,Алексеев Никита Вадимович,ПСЖ,defender,73,12
Англия,Жуков Александр Геннадьевич,ПСЖ,halfdefender,134,18
Германия,Николаев Андрей Романович,Барселона,defender,44,29
Россия,Григорьев Денис Леонидович,Арсенал,attacker,150,23
Испания,Фомин Дмитрий Игоревич,ЦСКА,defender,75,31
Италия,Лазарев Максим Геннадьевич,Арсенал,defender,123,51
Аргентина,Орлов Григорий Тарасович,Динамо,attacker,138,64
Италия,Марков Андрей Дмитриевич,Барселона,halfdefender,168,26
Нидерланды,Гусев Максим Игоревич,Арсенал,attacker,160,9
Испания,Воробьёв Даниил Борисович,Локомотив,halfdefender,46,45
Франция,Макаров Андрей Егорович,Ливерпуль,defender,132,3
Нидерланды,Соловьёв Пётр Тарасович,Бавария,goalkeeper,14,-13
Нидерланды,Морозов Валерий Анатольевич,Ювентус,defender,21,17
Бразилия,Гордеев Тимофей Игоревич,Динамо,defender,145,19
Германия,Иванов Александр Кириллович,Арсенал,attacker,20,13
Россия,Фомин Вадим Денисович,Зенит,halfdefender,94,42
Англия,Павлов Глеб Радмирович,Ливерпуль,halfdefender,94,3
Германия,Григорьев Александр Григорьевич,Ювентус,attacker,78,10
Германия,Савельев Тихон Матвеевич,Ливерпуль,halfdefender,146,32
Италия,Соколов Руслан Андреевич,ЦСКА,defender,96,57
Англия,Марков Даниил Алексеевич,Динамо,attacker,86,55
Нидерланды,Козлов Степан Евгеньевич,Арсенал,defender,110,5
Аргентина,Павлов Роман Семёнович,Локомотив,attacker,75,26
Португалия,Борисов Михаил Матвеевич,Манчестер Сити,halfdefender,108,18
Бразилия,Касаткин Антон Егорович,Бавария,attacker,79,36
Португалия,Новиков Олег Арсеньевич,Манчестер Сити,defender,48,12
Испания,Филиппов Александр Валентинович,Ливерпуль,defender,29,17
Россия,Касаткин Никита Николаевич,Арсенал,goalkeeper,137,-60
Италия,Козлов Григорий Витальевич,Арсенал,goalkeeper,150,-104
Португалия,Фомин Павел Михайлович,Локомотив,attacker,138,83
Испания,Данилов Матвей Валентинович,ПСЖ,defender,138,25
Португалия,Сергеев Даниил Григорьевич,Реал Мадрид,defender,113,12
Германия,Лебедев Олег Дмитриевич,Барселона,defender,180,37
Англия,Борисов Артём Сергеевич,Спартак,defender,79,11
Испания,Соколов Павел Станиславович,Локомотив,goalkeeper,170,-164
Аргентина,Фролов Виктор Евгеньевич,Реал Мадрид,attacker,109,15
Англия,Касаткин Илья Михайлович,Локомотив,attacker,24,1
Германия,Павлов Егор Максимович,Ювентус,attacker,116,18
Бразилия,Кондратьев Кирилл Алексеевич,Локомотив,defender,141,1
Португалия,Фомин Григорий Валентинович,Ливерпуль,halfdefender,127,33
Россия,Гусев Иван Егорович,ЦСКА,halfdefender,173,7
Италия,Морозов Вячеслав Александрович,Зенит,goalkeeper,76,-13
Бразилия,Новиков Вячеслав Вячеславович,ПСЖ,goalkeeper,129,-107
Аргентина,Смирнов Глеб Андреевич,Арсенал,attacker,52,7
Германия,Гаврилов Дмитрий Игоревич,Арсенал,attacker,155,47
Нидерланды,Шестаков Антон Игоревич,Локомотив,halfdefender,56,19
Бразилия,Филиппов Анатолий Дмитриевич,Арсенал,halfdefender,60,8
Россия,Фёдоров Даниил Дмитриевич,ЦСКА,halfdefender,139,83
Португалия,Кудрявцев Тимофей Григорьевич,Зенит,goalkeeper,6,-3
Нидерланды,Яковлев Руслан Радмирович,Ювентус,halfdefender,75,10
Нидерланды,Сергеев Иван Семёнович,Барселона,goalkeeper,53,-40
Испания,Николаев Станислав Алексеевич,Зенит,goalkeeper,42,-35
Англия,Романов Арсений Валентинович,ЦСКА,halfdefender,47,30
Испания,Семёнов Тихон Матвеевич,Динамо,halfdefender,6,6
Португалия,Рябов Михаил Олегович,Спартак,defender,4,2
Бразилия,Барсуков Роман Андреевич,Ливерпуль,goalkeeper,82,-21
Германия,Николаев Вадим Никитич,Барселона,attacker,127,20
Россия,Филиппов Ярослав Никитич,Манчестер Сити,defender,46,21
Бразилия,Алексеев Илья Васильевич,Зенит,attacker,99,46
Германия,Касаткин Илья Арсеньевич,Локомотив,defender,18,14
Бразилия,Соловьёв Егор Вадимович,ЦСКА,defender,26,22
Португалия,Григорьев Егор Юрьевич,Бавария,halfdefender,71,54
Аргентина,Тарасов Егор Владимирович,ЦСКА,attacker,9,8
Германия,Филиппов Павел Маркович,ПСЖ,defender,92,10
Германия,Семёнов Андрей Эльдарович,Барселона,halfdefender,164,35
Италия,Шестаков Олег Вадимович,Бавария,halfdefender,117,61
Аргентина,Кузнецов Олег Георгиевич,Арсенал,defender,39,16
Россия,Васильев Никита Борисович,Локомотив,attacker,56,7
Германия,Романов Станислав Леонидович,Арсенал,goalkeeper,163,-45
Бразилия,Сидоров Юрий Викторович,ПСЖ,defender,122,33
Италия,Беляев Егор Викторович,Реал Мадрид,goalkeeper,122,-31
Португалия,Барсуков Лев Маркович,Манчестер Сити,defender,34,10
Англия,Борисов Арсений Семёнович,Динамо,defender,156,82
Англия,Савельев Руслан Григорьевич,Динамо,defender,19,2
Германия,Жуков Лев Валерьевич,Ювентус,goalkeeper,58,-55
Португалия,Романов Максим Леонидович,Барселона,attacker,155,66
Франция,Касаткин Артём Рустамович,Ювентус,defender,152,48
Франция,Морозов Дмитрий Юрьевич,Спартак,defender,152,77
Россия,Волков Андрей Борисович,ПСЖ,attacker,100,14
Англия,Сидоров Вячеслав Михайлович,Барселона,defender,60,30
Франция,Савельев Анатолий Дмитриевич,Ливерпуль,attacker,83,64
Германия,Лазарев Лев Эдуардович,Ливерпуль,halfdefender,96,9
Англия,Кондратьев Максим Матвеевич,ПСЖ,goalkeeper,129,-67
Аргентина,Касаткин Руслан Юрьевич,Бавария,attacker,95,56
Россия,Яковлев Руслан Игоревич,Арсенал,halfdefender,124,37
Португалия,Гаврилов Виктор Васильевич,Манчестер Сити,goalkeeper,178,-62
Италия,Егоров Даниил Ярославович,ПСЖ,attacker,124,87
Германия,Фёдоров Максим Русланович,Локомотив,defender,1,1
Испания,Филиппов Роман Антонович,Барселона,defender,19,16
Бразилия,Воробьёв Тихон Геннадьевич,ПСЖ,halfdefender,147,75
Аргентина,Николаев Вадим Эльдарович,ПСЖ,defender,86,36
Испания,Попов Денис Максимович,ПСЖ,attacker,91,40
Россия,Лебедев Ярослав Евгеньевич,Ювентус,attacker,170,57
Англия,Касаткин Матвей Владимирович,Ливерпуль,defender,152,16
Португалия,Романов Валерий Русланович,Спартак,halfdefender,94,41
Франция,Петров Никита Матвеевич,Зенит,defender,107,28
Португалия,Жуков Вадим Владимирович,Реал Мадрид,defender,172,9
Англия,Андреев Тихон Данилович,Бавария,defender,118,0
Нидерланды,Романов Сергей Викторович,Зенит,halfdefender,44,37
Россия,Касаткин Иван Рустамович,Зенит,halfdefender,65,16
Испания,Козлов Вадим Эльдарович,Ливерпуль,halfdefender,84,52
Германия,Мельников Арсений Семёнович,Зенит,halfdefender,82,60
Нидерланды,Жуков Вячеслав Степанович,Реал Мадрид,halfdefender,151,19
Нидерланды,Соловьёв Валерий Степанович,ПСЖ,defender,107,8
Нидерланды,Воробьёв Глеб Константинович,Манчестер Сити,goalkeeper,108,-84
Аргентина,Орлов Тимофей Васильевич,Арсенал,attacker,145,14
Нидерланды,Морозов Кирилл Вячеславович,Бавария,attacker,78,56
Испания,Тарасов Михаил Петрович,Спартак,defender,77,15
Франция,Смирнов Ярослав Леонидович,Зенит,defender,13,6
Испания,Гордеев Вячеслав Анатольевич,Локомотив,halfdefender,136,36
Германия,Шестаков Анатолий Павлович,ЦСКА,halfdefender,127,35
Италия,Андреев Кирилл Тимофеевич,Бавария,halfdefender,21,2
Франция,Гаврилов Даниил Леонидович,ПСЖ,halfdefender,66,63
Испания,Мельников Артём Олегович,Арсенал,goalkeeper,159,-79
Россия,Гаврилов Матвей Алексеевич,Локомотив,halfdefender,83,2
Германия,Петров Тимофей Георгиевич,Динамо,halfdefender,43,18
Аргентина,Орлов Степан Игоревич,Ювентус,defender,24,12
Аргентина,Медведев Тихон Никитич,Арсенал,halfdefender,49,4
Нидерланды,Данилов Дмитрий Валентинович,ПСЖ,defender,169,65
Франция,Михайлов Анатолий Юрьевич,Бавария,halfdefender,160,76
Англия,Калинин Лев Станиславович,Локомотив,halfdefender,159,56
Аргентина,Васильев Руслан Аркадьевич,Манчестер Сити,halfdefender,27,14
Германия,Орлов Илья Станиславович,Зенит,attacker,79,74
Англия,Рябов Пётр Борисович,Ювентус,defender,88,18
Италия,Козлов Даниил Станиславович,Манчестер Сити,goalkeeper,174,-59
Франция,Орлов Валерий Васильевич,Барселона,halfdefender,40,13
Франция,Савельев Илья Валерьевич,Локомотив,attacker,173,19
Нидерланды,Беляев Тихон Матвеевич,Арсенал,attacker,174,38
Португалия,Гаврилов Пётр Витальевич,Ювентус,defender,54,54
Германия,Филиппов Тимофей Тимофеевич,ПСЖ,attacker,4,3
Англия,Алексеев Артём Вячеславович,Ливерпуль,attacker,131,80
Нидерланды,Мельников Денис Александрович,Спартак,attacker,34,33
Франция,Григорьев Пётр Тарасович,Спартак,attacker,97,22
Испания,Медведев Денис Равильевич,Локомотив,defender,31,9
Англия,Кузнецов Георгий Борисович,Ливерпуль,defender,131,4
Бразилия,Куликов Руслан Арсеньевич,Спартак,defender,27,17
Россия,Соловьёв Павел Викторович,Локомотив,defender,89,61
Россия,Антонов Сергей Викторович,Барселона,halfdefender,97,74
Франция,Николаев Андрей Денисович,Барселона,halfdefender,111,11
Германия,Савельев Арсений Арсеньевич,Арсенал,attacker,17,13
Франция,Фомин Георгий Владимирович,Зенит,halfdefender,6,1
Испания,Попов Вадим Константинович,Зенит,defender,102,78
Россия,Зайцев Матвей Вячеславович,Ливерпуль,halfdefender,172,40
Испания,Блинов Дмитрий Антонович,Барселона,halfdefender,45,11
Нидерланды,Барсуков Вячеслав Андреевич,ЦСКА,defender,93,52
Португалия,Андреев Вячеслав Борисович,Спартак,halfdefender,169,86
Россия,Иванов Андрей Эдуардович,Локомотив,defender,69,4
Бразилия,Андреев Руслан Сергеевич,Реал Мадрид,goalkeeper,99,-44
Бразилия,Антонов Олег Вячеславович,Манчестер Сити,defender,143,51
Италия,Филиппов Степан Борисович,Динамо,halfdefender,179,35
Португалия,Романов Кирилл Эдуардович,Локомотив,defender,2,1
Португалия,Новиков Илья Алексеевич,Реал Мадрид,halfdefender,110,65
Нидерланды,Жуков Кирилл Леонидович,Арсенал,halfdefender,77,27
Германия,Степанов Константин Станиславович,Локомотив,defender,174,12
Россия,Николаев Денис Эльдарович,ЦСКА,attacker,49,13
Испания,Соловьёв Вячеслав Степанович,Бавария,halfdefender,32,10
Италия,Никитин Станислав Максимович,Барселона,halfdefender,153,24
Россия,Алексеев Сергей Тимофеевич,Барселона,halfdefender,29,16
Бразилия,Борисов Павел Германович,Барселона,defender,38,4
Бразилия,Гусев Антон Антонович,ЦСКА,halfdefender,146,51
Германия,Никитин Кирилл Кириллович,Арсенал,attacker,105,18
Испания,Блинов Фёдор Викторович,Локомотив,halfdefender,68,1
Италия,Беляев Антон Тимофеевич,Арсенал,halfdefender,49,17
Нидерланды,Антонов Юрий Денисович,Бавария,defender,86,43
Россия,Калинин Фёдор Никитич,Барселона,halfdefender,179,43
Испания,Степанов Степан Валерьевич,Бавария,halfdefender,8,1
Аргентина,Беляев Антон Николаевич,Ливерпуль,halfdefender,51,7
Франция,Григорьев Вячеслав Максимович,ЦСКА,attacker,58,11
Аргентина,Алексеев Глеб Евгеньевич,Арсенал,halfdefender,162,27
Германия,Рябов Денис Павлович,Манчестер Сити,halfdefender,13,3
Аргентина,Соколов Вячеслав Ярославович,Динамо,attacker,150,49
Англия,Никитин Дмитрий Семёнович,ЦСКА,defender,47,2
Италия,Гусев Георгий Денисович,Динамо,attacker,33,16
Бразилия,Новиков Иван Денисович,ПСЖ,attacker,111,72
Португалия,Зайцев Илья Викторович,Динамо,attacker,62,36
Англия,Васильев Сергей Германович,ЦСКА,defender,162,88
Англия,Попов Олег Ярославович,ЦСКА,halfdefender,83,54
Бразилия,Макаров Сергей Антонович,Бавария,defender,82,79
Нидерланды,Мельников Виктор Алексеевич,Динамо,defender,180,36
Италия,Кузнецов Григорий Степанович,Ювентус,attacker,15,11
Россия,Кондратьев Ярослав Валерьевич,Спартак,defender,60,43
Франция,Лазарев Иван Фёдорович,Зенит,defender,55,28
Италия,Сидоров Тимофей Романович,Барселона,halfdefender,86,0
Италия,Козлов Кирилл Рустамович,Бавария,defender,176,55
Бразилия,Тарасов Пётр Кириллович,Ювентус,halfdefender,36,31
Бразилия,Гордеев Анатолий Романович,Спартак,defender,98,87
Нидерланды,Филиппов Валерий Романович,Бавария,defender,9,7
Россия,Никитин Сергей Романович,Арсенал,halfdefender,77,34
Португалия,Кузнецов Максим Станиславович,Локомотив,halfdefender,93,37
Италия,Смирнов Артём Германович,ЦСКА,defender,126,5
Испания,Куликов Фёдор Алексеевич,ПСЖ,goalkeeper,162,-73
Италия,Михайлов Ярослав Сергеевич,Бавария,defender,5,3
Англия,Фёдоров Александр Аркадьевич,Динамо,halfdefender,35,19
Англия,Калинин Кирилл Валентинович,Зенит,attacker,128,58
Германия,Яковлев Арсений Радмирович,Бавария,halfdefender,92,43
Испания,Шестаков Ярослав Тарасович,Барселона,attacker,9,3
Нидерланды,Васильев Вячеслав Игоревич,Реал Мадрид,attacker,85,60
Бразилия,Козлов Григорий Радмирович,Спартак,defender,99,36
Аргентина,Жуков Андрей Вадимович,Зенит,halfdefender,18,4
Бразилия,Макаров Артём Ярославович,Зенит,halfdefender,47,9
Франция,Савельев Анатолий Владимирович,Реал Мадрид,halfdefender,150,8
Нидерланды,Барсуков Михаил Тарасович,Реал Мадрид,defender,111,40
Германия,Данилов Сергей Андреевич,Реал Мадрид,halfdefender,7,2
Аргентина,Фролов Тимофей Васильевич,Арсенал,halfdefender,93,41
Франция,Алексеев Владимир Семёнович,ЦСКА,halfdefender,92,44
Бразилия,Егоров Валерий Александрович,Динамо,attacker,85,32
Нидерланды,Барсуков Антон Тимофеевич,Манчестер Сити,defender,46,5
Германия,Макаров Вадим Матвеевич,Ювентус,defender,40,12
Германия,Барсуков Степан Петрович,Спартак,attacker,18,13
Испания,Николаев Тимофей Валерьевич,ЦСКА,halfdefender,1,1
Англия,Михайлов Лев Данилович,Спартак,defender,92,51
Италия,Соколов Тимофей Степанович,Спартак,defender,46,9
Португалия,Лебедев Денис Анатольевич,Ювентус,attacker,80,64
Бразилия,Кудрявцев Александр Станиславович,Локомотив,defender,84,19
Нидерланды,Беляев Лев Эдуардович,Ювентус,attacker,123,45
Англия,Касаткин Кирилл Станиславович,Ливерпуль,halfdefender,74,27
Аргентина,Фомин Вадим Александрович,Локомотив,attacker,162,30
Англия,Медведев Вадим Эльдарович,Ливерпуль,attacker,106,87
Испания,Николаев Егор Павлович,ПСЖ,goalkeeper,105,-46
Россия,Соколов Фёдор Данилович,Манчестер Сити,halfdefender,179,76
Бразилия,Иванов Максим Дмитриевич,Реал Мадрид,goalkeeper,37,-29
Германия,Филиппов Артём Маркович,Зенит,defender,68,56
Франция,Барсуков Олег Валентинович,Манчестер Сити,halfdefender,69,55
Португалия,Сергеев Тимофей Романович,Арсенал,halfdefender,34,18
Англия,Николаев Владимир Матвеевич,Манчестер Сити,defender,17,4
Италия,Соловьёв Фёдор Маркович,ЦСКА,goalkeeper,168,-152
Испания,Алексеев Михаил Тимофеевич,Ливерпуль,attacker,134,2
Нидерланды,Кудрявцев Роман Александрович,Реал Мадрид,defender,61,35
Нидерланды,Шестаков Никита Эдуардович,Зенит,attacker,111,60
Франция,Жуков Иван Григорьевич,Реал Мадрид,attacker,40,40
Бразилия,Барсуков Денис Александрович,Манчестер Сити,attacker,41,27
Нидерланды,Волков Роман Михайлович,ПСЖ,attacker,92,22
Франция,Соколов Владимир Владимирович,ЦСКА,attacker,140,10
Германия,Медведев Виктор Романович,Барселона,halfdefender,101,53
Россия,Марков Виктор Дмитриевич,Манчестер Сити,defender,88,8
Россия,Павлов Глеб Русланович,ПСЖ,goalkeeper,51,-7
Нидерланды,Андреев Георгий Тарасович,ЦСКА,defender,127,35
Бразилия,Семёнов Максим Петрович,Бавария,halfdefender,94,22
Россия,Степанов Никита Маркович,Локомотив,defender,144,32
Россия,Воробьёв Руслан Станиславович,ПСЖ,halfdefender,61,37
Португалия,Егоров Глеб Ильич,Арсенал,attacker,170,68
Англия,Новиков Кирилл Валентинович,Зенит,goalkeeper,48,-47
Германия,Егоров Глеб Семёнович,Локомотив,goalkeeper,74,-2
Испания,Борисов Никита Степанович,Динамо,halfdefender,101,45
Португалия,Захаров Михаил Вадимович,Бавария,goalkeeper,22,-22
Португалия,Макаров Илья Олегович,Локомотив,defender,105,4
Португалия,Лазарев Валерий Михайлович,ЦСКА,goalkeeper,173,-160
Нидерланды,Михайлов Сергей Васильевич,Ливерпуль,defender,2,0
Испания,Захаров Станислав Геннадьевич,Ювентус,halfdefender,43,9
Нидерланды,Медведев Кирилл Антонович,Ливерпуль,defender,129,89
Португалия,Петров Вадим Сергеевич,Ювентус,goalkeeper,35,-20
Италия,Сергеев Георгий Александрович,ПСЖ,goalkeeper,153,-43
Бразилия,Шестаков Виктор Юрьевич,ПСЖ,attacker,159,32
Португалия,Егоров Иван Андреевич,Ливерпуль,halfdefender,152,46
Франция,Данилов Дмитрий Данилович,ПСЖ,halfdefender,136,75
Португалия,Алексеев Вадим Игоревич,Ливерпуль,goalkeeper,32,-25
Италия,Иванов Станислав Романович,Бавария,halfdefender,130,85
Испания,Егоров Павел Никитич,ЦСКА,defender,87,81
Испания,Лебедев Егор Эльдарович,ПСЖ,goalkeeper,118,-107
Португалия,Воробьёв Степан Рустамович,Реал Мадрид,goalkeeper,39,-32
Португалия,Гусев Тимофей Радмирович,Локомотив,attacker,5,1
Франция,Савельев Фёдор Александрович,Ювентус,halfdefender,138,77
Англия,Гусев Степан Денисович,Манчестер Сити,attacker,162,17
Италия,Орлов Максим Вадимович,Ливерпуль,halfdefender,147,86
Италия,Марков Михаил Никитич,ЦСКА,defender,37,1
Португалия,Андреев Владимир Дмитриевич,Локомотив,attacker,104,4
Нидерланды,Касаткин Вадим Дмитриевич,Локомотив,attacker,58,57
Россия,Орлов Георгий Рустамович,ПСЖ,attacker,58,22
Нидерланды,Васильев Егор Эльдарович,Арсенал,halfdefender,17,0
Нидерланды,Орлов Фёдор Ярославович,Спартак,goalkeeper,164,-99
Германия,Мельников Глеб Вячеславович,Ювентус,goalkeeper,30,0
Бразилия,Петров Валерий Олегович,Ювентус,halfdefender,95,6
Бразилия,Шестаков Артём Игоревич,Бавария,goalkeeper,103,-95
Португалия,Медведев Александр Валентинович,Манчестер Сити,halfdefender,123,4
Португалия,Кузнецов Олег Викторович,Спартак,halfdefender,60,47
Аргентина,Кудрявцев Виктор Петрович,ЦСКА,defender,134,46
Германия,Воробьёв Михаил Валерьевич,ЦСКА,defender,153,10
Италия,Барсуков Михаил Тарасович,Зенит,defender,80,77
Бразилия,Марков Роман Анатольевич,Ливерпуль,halfdefender,70,59
Аргентина,Смирнов Павел Сергеевич,ЦСКА,defender,119,7
Нидерланды,Савельев Глеб Сергеевич,Спартак,defender,16,9
Нидерланды,Тарасов Егор Равильевич,Локомотив,attacker,116,61
Италия,Данилов Антон Игоревич,Арсенал,defender,180,27
Франция,Николаев Денис Ярославович,Динамо,attacker,133,15
Россия,Семёнов Тимофей Маркович,Ювентус,attacker,168,47
Аргентина,Соловьёв Михаил Равильевич,Локомотив,defender,91,90
